Username,Section,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T15,T16,T17,T18,T23,AvgCrtPct
AB14f0142,4,100,88.8888888888889,89.4736842105263,80,81.8181818181818,82.1428571428571,100,70.9677419354839,90,90,100,80,78.2608695652174,77.7777777777778,65,64.2857142857143,83.6634822265405
AB14f0132,4,100,94.4444444444444,81.5789473684211,95,77.2727272727273,64.2857142857143,93.9393939393939,87.0967741935484,87.5,76.6666666666667,86.6666666666667,100,91.304347826087,75,47.5,78.5714285714286,83.5516944521936
AB14f0095,4,97.1428571428571,100,60.5263157894737,90,100,85.7142857142857,78.7878787878788,80.6451612903226,67.5,100,80,74.2857142857143,91.304347826087,88.8888888888889,82.5,57.1428571428571,83.4023941792728
AB14f0073,4,94.2857142857143,100,73.6842105263158,95,72.7272727272727,85.7142857142857,75.7575757575758,70.9677419354839,92.5,83.3333333333333,86.6666666666667,88.5714285714286,65.2173913043478,83.3333333333333,95,71.4285714285714,83.3867203490206
AB14f0154,4,100,100,55.2631578947368,80,86.3636363636364,100,93.9393939393939,67.741935483871,97.5,80,60,88.5714285714286,95.6521739130435,88.8888888888889,67.5,71.4285714285714,83.3030741552232
AB14f0091,4,100,94.4444444444444,84.2105263157895,95,68.1818181818182,NA,87.8787878787879,70.9677419354839,87.5,90,93.3333333333333,NA,69.5652173913043,86.1111111111111,57.5,71.4285714285714,82.5801108586174
AB14f0087,4,97.1428571428571,100,68.4210526315789,90,86.3636363636364,100,93.9393939393939,87.0967741935484,45,86.6666666666667,46.6666666666667,74.2857142857143,100,86.1111111111111,90,64.2857142857143,82.2487242054305
AB14f0110,4,94.2857142857143,83.3333333333333,73.6842105263158,95,90.9090909090909,75,81.8181818181818,64.5161290322581,87.5,80,73.3333333333333,74.2857142857143,100,75,80,85.7142857142857,82.1487495773892
AB14f0133,4,97.1428571428571,100,60.5263157894737,100,95.4545454545455,64.2857142857143,100,54.8387096774194,80,86.6666666666667,66.6666666666667,74.2857142857143,86.9565217391304,80.5555555555556,87.5,78.5714285714286,82.0906684896983
AB14f0122,4,97.1428571428571,100,81.5789473684211,95,81.8181818181818,85.7142857142857,90.9090909090909,67.741935483871,87.5,76.6666666666667,46.6666666666667,88.5714285714286,86.9565217391304,75,70,78.5714285714286,81.8648756657518
AB14f0131,4,97.1428571428571,94.4444444444444,60.5263157894737,90,63.6363636363636,92.8571428571429,78.7878787878788,80.6451612903226,85,86.6666666666667,93.3333333333333,77.1428571428572,82.6086956521739,63.8888888888889,72.5,85.7142857142857,81.5559307091681
AB14f0072,4,100,88.8888888888889,84.2105263157895,100,95.4545454545455,82.1428571428571,100,74.1935483870968,70,93.3333333333333,66.6666666666667,65.7142857142857,73.9130434782609,72.2222222222222,85,42.8571428571429,80.9123162788181
AB14f0152,4,82.8571428571429,94.4444444444444,76.3157894736842,95,81.8181818181818,64.2857142857143,87.8787878787879,45.1612903225806,90,96.6666666666667,60,80,95.6521739130435,86.1111111111111,77.5,78.5714285714286,80.7664207089241
AB14f0106,4,100,100,76.3157894736842,90,50,75,90.9090909090909,90.3225806451613,85,86.6666666666667,80,71.4285714285714,95.6521739130435,75,60,64.2857142857143,80.6612867076208
AB14f0139,4,100,100,78.9473684210526,100,68.1818181818182,100,90.9090909090909,77.4193548387097,95,93.3333333333333,73.3333333333333,71.4285714285714,91.304347826087,47.2222222222222,52.5,50,80.5987150308887
AB14f0121,4,97.1428571428571,100,65.7894736842105,100,72.7272727272727,82.1428571428571,81.8181818181818,51.6129032258064,87.5,83.3333333333333,80,80,91.304347826087,63.8888888888889,77.5,71.4285714285714,80.3867929511292
AB14f0088,4,91.4285714285714,100,39.4736842105263,95,63.6363636363636,25,96.969696969697,90.3225806451613,90,83.3333333333333,100,85.7142857142857,91.304347826087,80.5555555555556,72.5,78.5714285714286,80.2381154931881
AB14f0104,4,94.2857142857143,100,89.4736842105263,95,81.8181818181818,85.7142857142857,87.8787878787879,74.1935483870968,70,76.6666666666667,80,80,73.9130434782609,69.4444444444444,70,50,79.8992723052478
AB14f0101,4,100,88.8888888888889,65.7894736842105,85,81.8181818181818,78.5714285714286,93.9393939393939,51.6129032258064,95,70,66.6666666666667,68.5714285714286,100,94.4444444444444,52.5,78.5714285714286,79.4608898988674
AB14f0084,4,97.1428571428571,83.3333333333333,52.6315789473684,85,81.8181818181818,75,90.9090909090909,90.3225806451613,87.5,86.6666666666667,86.6666666666667,91.4285714285714,82.6086956521739,91.6666666666667,40,42.8571428571429,79.0970020458676
AB14f0151,4,100,66.6666666666667,76.3157894736842,85,86.3636363636364,78.5714285714286,90.9090909090909,51.6129032258064,97.5,93.3333333333333,73.3333333333333,62.8571428571429,86.9565217391304,52.7777777777778,62.5,85.7142857142857,78.1507443728323
AB14f0074,4,97.1428571428571,88.8888888888889,78.9473684210526,100,68.1818181818182,85.7142857142857,75.7575757575758,67.741935483871,NA,76.6666666666667,100,74.2857142857143,78.2608695652174,NA,52.5,50,78.149141436282
AB14f0093,4,100,100,76.3157894736842,75,72.7272727272727,71.4285714285714,81.8181818181818,83.8709677419355,95,63.3333333333333,100,65.7142857142857,91.304347826087,63.8888888888889,47.5,57.1428571428571,77.8152810059436
AB14f0113,4,94.2857142857143,88.8888888888889,63.1578947368421,95,90.9090909090909,92.8571428571429,96.969696969697,61.2903225806452,97.5,53.3333333333333,66.6666666666667,71.4285714285714,82.6086956521739,75,65,50,77.8060011442979
AB14f0080,4,100,100,68.4210526315789,85,81.8181818181818,82.1428571428571,84.8484848484848,70.9677419354839,70,63.3333333333333,80,68.5714285714286,78.2608695652174,75,65,71.4285714285714,77.7995325796961
AB14f0149,4,94.2857142857143,94.4444444444444,NA,80,72.7272727272727,42.8571428571429,90.9090909090909,54.8387096774194,82.5,80,100,74.2857142857143,91.304347826087,72.2222222222222,70,64.2857142857143,77.6440249013881
AB14f0077,4,NA,88.8888888888889,57.8947368421053,75,81.8181818181818,85.7142857142857,87.8787878787879,61.2903225806452,80,90,73.3333333333333,68.5714285714286,91.304347826087,69.4444444444444,72.5,78.5714285714286,77.4806790979744
AB14f0136,4,91.4285714285714,94.4444444444444,78.9473684210526,85,72.7272727272727,75,84.8484848484848,70.9677419354839,95,73.3333333333333,86.6666666666667,77.1428571428572,86.9565217391304,58.3333333333333,42.5,57.1428571428571,76.902465822718
AB14f0078,4,97.1428571428571,94.4444444444444,84.2105263157895,75,72.7272727272727,NA,78.7878787878788,64.5161290322581,87.5,80,33.3333333333333,74.2857142857143,91.304347826087,75,72.5,64.2857142857143,76.33588121209
AB14f0079,4,100,94.4444444444444,73.6842105263158,85,68.1818181818182,78.5714285714286,93.9393939393939,80.6451612903226,92.5,80,53.3333333333333,71.4285714285714,52.1739130434783,72.2222222222222,52.5,71.4285714285714,76.2533167756188
AB14f0043,4,NA,94.4444444444444,89.4736842105263,75,NA,10.7142857142857,72.7272727272727,87.0967741935484,90,66.6666666666667,80,77.1428571428572,91.304347826087,NA,NA,78.5714285714286,76.0951467914264
AB14f0081,4,97.1428571428571,94.4444444444444,50,90,72.7272727272727,71.4285714285714,81.8181818181818,45.1612903225806,80,86.6666666666667,66.6666666666667,77.1428571428572,82.6086956521739,75,57.5,85.7142857142857,75.8763618579099
AB14f0125,4,85.7142857142857,94.4444444444444,68.4210526315789,65,72.7272727272727,64.2857142857143,69.6969696969697,70.9677419354839,75,73.3333333333333,100,71.4285714285714,73.9130434782609,83.3333333333333,87.5,57.1428571428571,75.8067887595066
AB14f0127,4,100,88.8888888888889,73.6842105263158,100,77.2727272727273,71.4285714285714,90.9090909090909,NA,95,56.6666666666667,73.3333333333333,0,86.9565217391304,80.5555555555556,70,71.4285714285714,75.7416091832568
AB14f0135,4,97.1428571428571,94.4444444444444,63.1578947368421,80,81.8181818181818,85.7142857142857,84.8484848484848,61.2903225806452,75,90,73.3333333333333,65.7142857142857,91.304347826087,50,52.5,64.2857142857143,75.6596345278226
AB14f0037,4,100,94.4444444444444,NA,50,77.2727272727273,35.7142857142857,42.4242424242424,70.9677419354839,97.5,90,86.6666666666667,85.7142857142857,NA,NA,NA,NA,75.518581288376
AB14f0128,4,74.2857142857143,88.8888888888889,76.3157894736842,80,81.8181818181818,57.1428571428571,84.8484848484848,83.8709677419355,80,96.6666666666667,100,62.8571428571429,73.9130434782609,66.6666666666667,35,64.2857142857143,75.4100073846374
AB14f0096,4,91.4285714285714,72.2222222222222,50,75,77.2727272727273,100,75.7575757575758,3.2258064516129,92.5,90,80,88.5714285714286,69.5652173913043,88.8888888888889,77.5,71.4285714285714,75.2100630883064
AB14f0115,4,100,88.8888888888889,63.1578947368421,95,81.8181818181818,42.8571428571429,93.9393939393939,64.5161290322581,87.5,76.6666666666667,80,54.2857142857143,65.2173913043478,80.5555555555556,50,78.5714285714286,75.1858992285263
AB14f0082,4,100,77.7777777777778,65.7894736842105,85,81.8181818181818,82.1428571428571,60.6060606060606,70.9677419354839,85,66.6666666666667,80,71.4285714285714,65.2173913043478,69.4444444444444,47.5,64.2857142857143,73.3528050683948
AB14f0114,4,100,88.8888888888889,34.2105263157895,75,77.2727272727273,82.1428571428571,69.6969696969697,70.9677419354839,77.5,60,66.6666666666667,85.7142857142857,95.6521739130435,69.4444444444444,50,64.2857142857143,72.9651872673044
AB14f0157,4,88.5714285714286,83.3333333333333,78.9473684210526,80,72.7272727272727,53.5714285714286,87.8787878787879,45.1612903225806,67.5,76.6666666666667,93.3333333333333,71.4285714285714,65.2173913043478,83.3333333333333,55,64.2857142857143,72.9347450111157
AB14f0145,4,100,88.8888888888889,78.9473684210526,95,81.8181818181818,75,0,54.8387096774194,92.5,90,80,74.2857142857143,78.2608695652174,63.8888888888889,60,50,72.7142888465852
AB14f0140,4,71.4285714285714,77.7777777777778,60.5263157894737,75,63.6363636363636,53.5714285714286,90.9090909090909,77.4193548387097,77.5,93.3333333333333,60,62.8571428571429,78.2608695652174,58.3333333333333,77.5,64.2857142857143,71.3962060203848
AB14f0100,4,94.2857142857143,100,92.1052631578947,95,81.8181818181818,89.2857142857143,87.8787878787879,25.8064516129032,0,86.6666666666667,60,62.8571428571429,82.6086956521739,50,60,57.1428571428571,70.3409672098773
AB14f0112,4,100,100,78.9473684210526,60,81.8181818181818,75,75.7575757575758,48.3870967741936,80,73.3333333333333,60,45.7142857142857,82.6086956521739,41.6666666666667,57.5,64.2857142857143,70.3136824014486
AB14f0049,4,94.2857142857143,94.4444444444444,50,80,63.6363636363636,50,81.8181818181818,54.8387096774194,85,63.3333333333333,73.3333333333333,54.2857142857143,60.8695652173913,63.8888888888889,NA,78.5714285714286,69.8870451661476
AB14f0007,4,94.2857142857143,83.3333333333333,55.2631578947368,75,40.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7582592845751
AB14f0129,4,97.1428571428571,88.8888888888889,65.7894736842105,60,63.6363636363636,35.7142857142857,87.8787878787879,67.741935483871,37.5,56.6666666666667,73.3333333333333,80,86.9565217391304,80.5555555555556,67.5,64.2857142857143,69.5993990006041
AB14f0116,4,94.2857142857143,88.8888888888889,65.7894736842105,85,81.8181818181818,53.5714285714286,84.8484848484848,54.8387096774194,82.5,53.3333333333333,60,45.7142857142857,69.5652173913043,77.7777777777778,57.5,57.1428571428571,69.5358970708679
AB14f0039,4,100,83.3333333333333,73.6842105263158,15,NA,85.7142857142857,NA,74.1935483870968,NA,NA,NA,54.2857142857143,NA,NA,NA,NA,69.4587274638208
AB14f0150,4,97.1428571428571,100,78.9473684210526,85,68.1818181818182,57.1428571428571,69.6969696969697,58.0645161290323,72.5,90,60,34.2857142857143,78.2608695652174,41.6666666666667,40,64.2857142857143,68.4484594698687
AB14f0085,4,91.4285714285714,88.8888888888889,65.7894736842105,90,50,42.8571428571429,90.9090909090909,64.5161290322581,NA,NA,50,62.8571428571429,78.2608695652174,NA,40,64.2857142857143,67.6763864237106
AB14f0018,4,68.5714285714286,72.2222222222222,28.9473684210526,75,NA,57.1428571428571,87.8787878787879,83.8709677419355,NA,NA,NA,NA,NA,NA,NA,NA,67.6619474254691
AB14f0153,4,82.8571428571429,88.8888888888889,50,90,63.6363636363636,35.7142857142857,78.7878787878788,51.6129032258064,87.5,36.6666666666667,73.3333333333333,65.7142857142857,60.8695652173913,58.3333333333333,67.5,64.2857142857143,65.9812726038182
AB14f0090,4,85.7142857142857,77.7777777777778,60.5263157894737,75,72.7272727272727,35.7142857142857,69.6969696969697,67.741935483871,75,70,73.3333333333333,51.4285714285714,65.2173913043478,47.2222222222222,60,50,64.8187725745257
AB14f0048,4,91.4285714285714,NA,47.3684210526316,NA,59.0909090909091,53.5714285714286,87.8787878787879,41.9354838709677,77.5,83.3333333333333,80,NA,NA,0,NA,57.1428571428571,61.7499811244988
AB14f0038,4,NA,72.2222222222222,42.1052631578947,90,NA,35.7142857142857,90.9090909090909,64.5161290322581,85,NA,40,31.4285714285714,NA,NA,NA,NA,61.3217291627026
AB14f0044,4,91.4285714285714,83.3333333333333,55.2631578947368,75,50,71.4285714285714,51.5151515151515,29.0322580645161,NA,NA,60,48.5714285714286,56.5217391304348,NA,NA,NA,61.0994737606131
AB14f0003,4,74.2857142857143,NA,47.3684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8270676691729
AB14f0156,4,77.1428571428572,94.4444444444444,44.7368421052632,75,63.6363636363636,64.2857142857143,93.9393939393939,32.258064516129,52.5,53.3333333333333,66.6666666666667,40,82.6086956521739,44.4444444444444,30,50,60.312301260424
AB14f0159,4,68.5714285714286,94.4444444444444,28.9473684210526,85,50,46.4285714285714,81.8181818181818,32.258064516129,70,90,40,57.1428571428571,54.3478260869565,66.6666666666667,45,50,60.039088068518
AB14f0109,4,82.8571428571429,11.1111111111111,52.6315789473684,5,63.6363636363636,28.5714285714286,75.7575757575758,NA,60,43.3333333333333,60,42.8571428571429,43.4782608695652,63.8888888888889,62.5,NA,49.6873447735658
CD14f0161,3,100,100,94.7368421052632,100,100,96.4285714285714,100,96.7741935483871,90,90,100,97.1428571428571,95.6521739130435,88.8888888888889,100,85.7142857142857,95.9586132963311
CD14f0186,3,100,100,97.3684210526316,95,90.9090909090909,100,100,100,100,93.3333333333333,100,82.8571428571429,95.6521739130435,86.1111111111111,85,85.7142857142857,94.4965974306649
CD14f0190,3,100,100,100,100,100,100,93.9393939393939,87.0967741935484,92.5,90,100,80,100,88.8888888888889,80,71.4285714285714,92.7408517781502
CD14f0217,3,100,100,92.1052631578947,100,90.9090909090909,92.8571428571429,93.9393939393939,80.6451612903226,95,96.6666666666667,100,82.8571428571429,100,86.1111111111111,87.5,78.5714285714286,92.3226500850121
CD14f0184,3,100,94.4444444444444,94.7368421052632,85,95.4545454545455,92.8571428571429,93.9393939393939,96.7741935483871,95,80,80,91.4285714285714,100,88.8888888888889,85,71.4285714285714,90.3095371309505
CD14f0024,3,97.1428571428571,94.4444444444444,89.4736842105263,100,86.3636363636364,NA,NA,NA,77.5,86.6666666666667,86.6666666666667,NA,NA,NA,NA,NA,89.7822444368497
CD14f0207,3,100,94.4444444444444,97.3684210526316,100,90.9090909090909,96.4285714285714,96.969696969697,93.5483870967742,92.5,70,86.6666666666667,74.2857142857143,95.6521739130435,83.3333333333333,87.5,57.1428571428571,88.5468348276765
CD14f0200,3,100,100,84.2105263157895,85,86.3636363636364,100,93.9393939393939,74.1935483870968,95,93.3333333333333,100,80,95.6521739130435,83.3333333333333,77.5,64.2857142857143,88.3007287419588
CD14f0169,3,100,100,92.1052631578947,100,90.9090909090909,85.7142857142857,93.9393939393939,77.4193548387097,92.5,80,86.6666666666667,88.5714285714286,91.304347826087,86.1111111111111,75,64.2857142857143,87.7829160637739
CD14f0198,3,88.5714285714286,94.4444444444444,92.1052631578947,80,81.8181818181818,100,96.969696969697,70.9677419354839,97.5,80,93.3333333333333,85.7142857142857,100,83.3333333333333,80,78.5714285714286,87.7080711155945
CD14f0215,3,100,94.4444444444444,92.1052631578947,100,86.3636363636364,89.2857142857143,96.969696969697,83.8709677419355,90,96.6666666666667,93.3333333333333,74.2857142857143,78.2608695652174,77.7777777777778,85,64.2857142857143,87.6656124298591
CD14f0163,3,NA,83.3333333333333,55.2631578947368,95,86.3636363636364,100,96.969696969697,93.5483870967742,100,100,93.3333333333333,85.7142857142857,95.6521739130435,66.6666666666667,65,NA,86.9174765203934
CD14f0234,3,94.2857142857143,100,86.8421052631579,90,86.3636363636364,92.8571428571429,96.969696969697,77.4193548387097,92.5,93.3333333333333,86.6666666666667,85.7142857142857,86.9565217391304,77.7777777777778,55,85.7142857142857,86.7750325952211
CD14f0204,3,100,94.4444444444444,81.5789473684211,95,81.8181818181818,96.4285714285714,96.969696969697,87.0967741935484,90,70,93.3333333333333,85.7142857142857,86.9565217391304,86.1111111111111,70,71.4285714285714,86.680027471831
CD14f0193,3,100,94.4444444444444,89.4736842105263,90,72.7272727272727,100,100,87.0967741935484,95,73.3333333333333,100,65.7142857142857,91.304347826087,80.5555555555556,85,57.1428571428571,86.3620346967444
CD14f0162,3,94.2857142857143,100,81.5789473684211,90,63.6363636363636,85.7142857142857,96.969696969697,70.9677419354839,87.5,93.3333333333333,100,85.7142857142857,91.304347826087,83.3333333333333,62.5,NA,85.7892033411337
CD14f0172,3,100,88.8888888888889,94.7368421052632,85,81.8181818181818,92.8571428571429,100,80.6451612903226,92.5,86.6666666666667,100,68.5714285714286,91.304347826087,80.5555555555556,57.5,71.4285714285714,85.7795491880068
CD14f0229,3,100,100,NA,95,77.2727272727273,89.2857142857143,96.969696969697,74.1935483870968,NA,83.3333333333333,86.6666666666667,88.5714285714286,91.304347826087,80.5555555555556,72.5,64.2857142857143,85.7099095110015
CD14f0203,3,100,94.4444444444444,NA,95,77.2727272727273,89.2857142857143,93.9393939393939,77.4193548387097,87.5,93.3333333333333,100,71.4285714285714,82.6086956521739,75,80,64.2857142857143,85.4345299653855
CD14f0235,3,82.8571428571429,100,86.8421052631579,85,81.8181818181818,85.7142857142857,90.9090909090909,83.8709677419355,82.5,66.6666666666667,80,85.7142857142857,100,91.6666666666667,82.5,71.4285714285714,84.8429977987491
CD14f0170,3,100,100,86.8421052631579,90,86.3636363636364,92.8571428571429,87.8787878787879,70.9677419354839,NA,76.6666666666667,70,80,95.6521739130435,83.3333333333333,77.5,71.4285714285714,84.6326773093216
CD14f0240,3,100,83.3333333333333,81.5789473684211,95,77.2727272727273,89.2857142857143,87.8787878787879,64.5161290322581,95,90,93.3333333333333,82.8571428571429,78.2608695652174,83.3333333333333,80,71.4285714285714,84.5674306055525
CD14f0180,3,100,100,76.3157894736842,90,90.9090909090909,57.1428571428571,96.969696969697,64.5161290322581,92.5,90,93.3333333333333,62.8571428571429,100,86.1111111111111,87.5,64.2857142857143,84.5275540696805
CD14f0173,3,82.8571428571429,88.8888888888889,71.0526315789474,90,72.7272727272727,89.2857142857143,90.9090909090909,93.5483870967742,97.5,93.3333333333333,93.3333333333333,88.5714285714286,86.9565217391304,83.3333333333333,67.5,57.1428571428571,84.183745987328
