Username,Section,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7.8,Ch9,Ch10,Ch11,Ch12,Ch15I,Ch15II,Ch16,Ch17,Ch18,Ch19,Ch20,AvgCrtPct
AB13f0216,6,91.4285714285714,93.5483870967742,84.375,94.4444444444444,88.4615384615385,100,88.5714285714286,90.9090909090909,88.0952380952381,90.9090909090909,100,77.1428571428572,97.1428571428571,95.6521739130435,88.4615384615385,97.4358974358974,92.8571428571429,100,92.1908476038619
AB13f0235,6,100,93.5483870967742,90.625,94.4444444444444,88.4615384615385,88.8888888888889,86.4285714285714,100,95.2380952380952,100,100,88.5714285714286,85.7142857142857,100,76.9230769230769,87.1794871794872,100,79.1666666666667,91.9549928118476
AB13f0220,6,100,100,84.375,88.8888888888889,84.6153846153846,94.4444444444444,75.7142857142857,90.9090909090909,100,93.9393939393939,100,68.5714285714286,85.7142857142857,95.6521739130435,92.3076923076923,97.4358974358974,100,95.8333333333333,91.5778499881761
AB13f0222,6,100,100,90.625,94.4444444444444,88.4615384615385,94.4444444444444,88.5714285714286,100,97.6190476190476,96.969696969697,100,62.8571428571429,81.4285714285714,95.6521739130435,73.0769230769231,89.7435897435898,100,87.5,91.1885556405484
AB13f0194,6,100,96.7741935483871,90.625,NA,96.1538461538462,83.3333333333333,NA,100,NA,93.9393939393939,87.5,85.7142857142857,65.7142857142857,86.9565217391304,96.1538461538462,94.8717948717949,NA,95.8333333333333,90.9692738929741
AB13f0234,6,94.2857142857143,87.0967741935484,81.25,94.4444444444444,84.6153846153846,100,88.5714285714286,100,88.0952380952381,81.8181818181818,100,100,84.2857142857143,73.9130434782609,100,87.1794871794872,100,87.5,90.7253006093001
AB13f0203,6,100,93.5483870967742,81.25,83.3333333333333,100,83.3333333333333,85,90.9090909090909,92.8571428571429,90.9090909090909,100,77.1428571428572,100,82.6086956521739,96.1538461538462,89.7435897435898,92.8571428571429,91.6666666666667,90.628509814169
AB13f0061,6,100,100,62.5,94.4444444444444,96.1538461538462,72.2222222222222,92.1428571428571,NA,100,90.9090909090909,100,91.4285714285714,NA,95.6521739130435,73.0769230769231,94.8717948717949,NA,95.8333333333333,90.6156838330751
AB13f0229,6,97.1428571428571,100,78.125,83.3333333333333,80.7692307692308,94.4444444444444,80.7142857142857,100,97.6190476190476,81.8181818181818,100,80,100,91.304347826087,92.3076923076923,92.3076923076923,100,79.1666666666667,90.5029322194177
AB13f0195,6,100,87.0967741935484,90.625,83.3333333333333,80.7692307692308,100,92.8571428571429,90.9090909090909,90.4761904761905,93.9393939393939,NA,82.8571428571429,55.7142857142857,95.6521739130435,96.1538461538462,94.8717948717949,100,95.8333333333333,90.0640431365516
AB13f0026,6,97.1428571428571,96.7741935483871,71.875,94.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0591237839222
AB13f0066,6,100,100,62.5,94.4444444444444,92.3076923076923,61.1111111111111,85.7142857142857,NA,100,100,100,85.7142857142857,NA,95.6521739130435,88.4615384615385,92.3076923076923,NA,91.6666666666667,89.991992709384
AB13f0189,6,100,93.5483870967742,75,88.8888888888889,100,94.4444444444444,82.8571428571429,100,92.8571428571429,84.8484848484848,100,85.7142857142857,85.7142857142857,91.304347826087,92.3076923076923,69.2307692307692,92.8571428571429,87.5,89.8373897023967
AB13f0072,6,85.7142857142857,100,75,100,100,88.8888888888889,85.7142857142857,NA,NA,87.8787878787879,100,71.4285714285714,100,69.5652173913043,88.4615384615385,92.3076923076923,100,91.6666666666667,89.7891209032513
AB13f0211,6,100,100,93.75,88.8888888888889,84.6153846153846,100,94.2857142857143,100,92.8571428571429,87.8787878787879,100,94.2857142857143,0,86.9565217391304,92.3076923076923,97.4358974358974,100,95.8333333333333,89.3941709793159
AB13f0180,6,100,93.5483870967742,84.375,88.8888888888889,88.4615384615385,94.4444444444444,88.5714285714286,100,97.6190476190476,81.8181818181818,100,68.5714285714286,NA,82.6086956521739,NA,82.051282051282,NA,NA,89.3541659410849
AB13f0239,6,82.8571428571429,87.0967741935484,84.375,92.2222222222222,84.6153846153846,94.4444444444444,57.1428571428571,100,92.8571428571429,90.9090909090909,100,80,100,91.304347826087,96.1538461538462,89.7435897435898,100,79.1666666666667,89.0493616462235
AB13f0067,6,100,83.8709677419355,84.375,83.3333333333333,100,94.4444444444444,75,NA,88.0952380952381,87.8787878787879,100,65.7142857142857,87.1428571428571,82.6086956521739,92.3076923076923,92.3076923076923,100,NA,88.5674371636525
AB13f0197,6,100,87.0967741935484,68.75,70.7388888888889,76.9230769230769,88.8888888888889,81.4285714285714,100,97.6190476190476,96.969696969697,87.5,80,88.5714285714286,91.304347826087,80.7692307692308,92.3076923076923,100,100,88.2704246881199
AB13f0024,6,100,96.7741935483871,78.125,77.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.1692428315412
AB13f0208,6,NA,87.0967741935484,81.25,83.3333333333333,88.4615384615385,94.4444444444444,87.1428571428571,72.7272727272727,97.6190476190476,90.9090909090909,87.5,80,87.1428571428571,91.304347826087,100,89.7435897435898,100,79.1666666666667,88.1083423653137
AB13f0217,6,91.4285714285714,93.5483870967742,81.25,77.7777777777778,100,100,45,90.9090909090909,97.6190476190476,93.9393939393939,100,82.8571428571429,87.1428571428571,86.9565217391304,65.3846153846154,97.4358974358974,100,91.6666666666667,87.9397761109425
AB13f0224,6,97.1428571428571,93.5483870967742,71.875,83.3333333333333,80.7692307692308,88.8888888888889,70,90.9090909090909,NA,96.969696969697,100,94.2857142857143,84.2857142857143,100,80.7692307692308,94.8717948717949,78.5714285714286,87.5,87.8659039937503
AB13f0183,6,91.4285714285714,74.1935483870968,78.125,83.3333333333333,76.9230769230769,100,57.8571428571429,100,92.8571428571429,90.9090909090909,100,100,85.7142857142857,100,73.0769230769231,92.3076923076923,100,83.3333333333333,87.7810633959828
AB13f0079,6,97.1428571428571,93.5483870967742,75,77.7777777777778,88.4615384615385,83.3333333333333,82.1428571428571,NA,97.6190476190476,90.9090909090909,100,74.2857142857143,74.2857142857143,91.304347826087,96.1538461538462,94.8717948717949,78.5714285714286,95.8333333333333,87.7200628712468
AB13f0214,6,100,96.7741935483871,81.25,77.7777777777778,88.4615384615385,83.3333333333333,73.5714285714286,90.9090909090909,90.4761904761905,81.8181818181818,100,77.1428571428572,77.1428571428572,82.6086956521739,96.1538461538462,94.8717948717949,92.8571428571429,91.6666666666667,87.6008664101815
AB13f0187,6,100,83.8709677419355,87.5,94.4444444444444,53.8461538461538,88.8888888888889,68.5714285714286,81.8181818181818,92.8571428571429,93.9393939393939,100,85.7142857142857,91.4285714285714,91.304347826087,76.9230769230769,94.8717948717949,92.8571428571429,91.6666666666667,87.2501382441775
AB13f0207,6,97.1428571428571,100,65.625,77.7777777777778,38.4615384615385,100,80,100,95.2380952380952,93.9393939393939,100,85.7142857142857,80,100,84.6153846153846,79.4871794871795,100,91.6666666666667,87.2037877246211
AB13f0227,6,94.2857142857143,87.0967741935484,84.375,83.3333333333333,76.9230769230769,94.4444444444444,94.2857142857143,90.9090909090909,100,90.9090909090909,87.5,45.7142857142857,88.5714285714286,86.9565217391304,76.9230769230769,100,92.8571428571429,79.1666666666667,86.3472978753192
AB13f0213,6,100,87.0967741935484,71.875,81.1111111111111,73.0769230769231,94.4444444444444,57.1428571428571,100,92.8571428571429,100,100,77.1428571428572,65.7142857142857,100,96.1538461538462,89.7435897435898,100,66.6666666666667,86.2791943470707
AB13f0193,6,91.4285714285714,80.6451612903226,84.375,88.8888888888889,96.1538461538462,86.1111111111111,65,81.8181818181818,NA,90.9090909090909,87.5,82.8571428571429,80,86.9565217391304,92.3076923076923,92.3076923076923,85.7142857142857,87.5,85.9101874427033
AB13f0084,6,100,96.7741935483871,81.25,75,80.7692307692308,88.8888888888889,73.5714285714286,NA,83.3333333333333,87.8787878787879,100,88.5714285714286,70,86.9565217391304,73.0769230769231,92.3076923076923,100,79.1666666666667,85.7379467854057
AB13f0232,6,100,80.6451612903226,81.25,88.8888888888889,69.2307692307692,83.3333333333333,92.8571428571429,81.8181818181818,83.3333333333333,87.8787878787879,87.5,80,87.1428571428571,86.9565217391304,84.6153846153846,92.3076923076923,85.7142857142857,87.5,85.6095744527839
AB13f0027,6,91.4285714285714,80.6451612903226,81.25,88.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5531554019457
AB13f0080,6,88.5714285714286,100,75,80.5555555555556,88.4615384615385,100,86.4285714285714,NA,88.0952380952381,93.9393939393939,87.5,68.5714285714286,61.4285714285714,95.6521739130435,61.5384615384615,84.6153846153846,100,87.5,85.1681027128597
AB13f0215,6,NA,83.8709677419355,78.125,72.2222222222222,96.1538461538462,83.3333333333333,88.5714285714286,72.7272727272727,NA,96.969696969697,100,80,NA,86.9565217391304,80.7692307692308,82.051282051282,100,75,85.1167201519586
AB13f0240,6,100,93.5483870967742,78.125,94.4444444444444,88.4615384615385,88.8888888888889,67.8571428571429,90.9090909090909,80.9523809523809,81.8181818181818,75,85.7142857142857,80,91.304347826087,88.4615384615385,79.4871794871795,85.7142857142857,79.1666666666667,84.9918532943603
AB13f0082,6,91.4285714285714,80.6451612903226,81.25,61.1111111111111,80.7692307692308,77.7777777777778,76.4285714285714,NA,95.2380952380952,100,75,68.5714285714286,85.7142857142857,100,96.1538461538462,84.6153846153846,100,83.3333333333333,84.5903998489387
AB13f0064,6,100,87.0967741935484,81.25,72.2222222222222,96.1538461538462,88.8888888888889,71.4285714285714,NA,97.6190476190476,72.7272727272727,100,74.2857142857143,71.4285714285714,91.304347826087,73.0769230769231,74.3589743589744,92.8571428571429,87.5,84.2469586509888
AB13f0186,6,88.5714285714286,90.3225806451613,81.25,64.8166666666667,42.3076923076923,88.8888888888889,85,100,95.2380952380952,NA,NA,60,80,100,92.3076923076923,87.1794871794872,85.7142857142857,95.8333333333333,83.5893844282957
AB13f0237,6,91.4285714285714,90.3225806451613,46.875,NA,84.6153846153846,83.3333333333333,77.8571428571429,90.9090909090909,88.0952380952381,93.9393939393939,100,68.5714285714286,80,73.9130434782609,88.4615384615385,82.051282051282,100,75,83.2572369638721
AB13f0202,6,100,87.0967741935484,78.125,67.2222222222222,NA,72.2222222222222,67.8571428571429,90.9090909090909,90.4761904761905,81.8181818181818,87.5,77.1428571428572,68.5714285714286,95.6521739130435,88.4615384615385,NA,85.7142857142857,87.5,82.8918192813595
AB13f0073,6,91.4285714285714,93.5483870967742,62.5,NA,NA,94.4444444444444,64.2857142857143,NA,NA,90.9090909090909,100,60,NA,60.8695652173913,NA,89.7435897435898,NA,95.8333333333333,82.1420633144463
AB13f0022,6,100,96.7741935483871,56.25,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.0060483870968
AB13f0218,6,100,83.8709677419355,68.75,83.3333333333333,80.7692307692308,80.5555555555556,76.4285714285714,81.8181818181818,83.3333333333333,87.8787878787879,100,48.5714285714286,87.1428571428571,95.6521739130435,65.3846153846154,79.4871794871795,85.7142857142857,83.3333333333333,81.7791019669818
AB13f0077,6,97.1428571428571,96.7741935483871,81.25,86.1111111111111,88.4615384615385,83.3333333333333,71.4285714285714,NA,88.0952380952381,69.6969696969697,87.5,80,71.4285714285714,91.304347826087,57.6923076923077,76.9230769230769,NA,79.1666666666667,81.6442989596698
AB13f0086,6,88.5714285714286,87.0967741935484,71.875,77.7777777777778,69.2307692307692,88.8888888888889,82.1428571428571,NA,88.0952380952381,90.9090909090909,100,82.8571428571429,82.8571428571429,69.5652173913043,73.0769230769231,64.1025641025641,NA,87.5,81.5341759434173
AB13f0228,6,97.1428571428571,93.5483870967742,68.75,44.4444444444444,57.6923076923077,63.8888888888889,65,72.7272727272727,95.2380952380952,72.7272727272727,100,80,81.4285714285714,95.6521739130435,84.6153846153846,94.8717948717949,100,83.3333333333333,80.6144880066689
AB13f0212,6,97.1428571428571,NA,90.625,72.2222222222222,61.5384615384615,63.8888888888889,72.1428571428571,90.9090909090909,90.4761904761905,90.9090909090909,87.5,65.7142857142857,72.8571428571428,86.9565217391304,61.5384615384615,66.6666666666667,100,87.5,79.9169257497263
AB13f0081,6,97.1428571428571,96.7741935483871,71.875,88.8888888888889,88.4615384615385,77.7777777777778,81.4285714285714,NA,85.7142857142857,90.9090909090909,87.5,51.4285714285714,65.7142857142857,65.2173913043478,80.7692307692308,66.6666666666667,85.7142857142857,75,79.8225079687521
AB13f0074,6,100,96.7741935483871,50,88.8888888888889,76.9230769230769,72.2222222222222,72.1428571428571,NA,66.6666666666667,93.9393939393939,87.5,82.8571428571429,82.8571428571429,65.2173913043478,92.3076923076923,84.6153846153846,71.4285714285714,66.6666666666667,79.4710171393201
AB13f0238,6,97.1428571428571,87.0967741935484,71.875,66.6666666666667,73.0769230769231,83.3333333333333,73.5714285714286,100,78.5714285714286,84.8484848484848,87.5,62.8571428571429,71.4285714285714,65.2173913043478,92.3076923076923,76.9230769230769,92.8571428571429,62.5,79.3207730045914
AB13f0182,6,94.2857142857143,93.5483870967742,53.125,67.7777777777778,76.9230769230769,88.8888888888889,74.2857142857143,63.6363636363636,92.8571428571429,93.9393939393939,62.5,71.4285714285714,65.7142857142857,95.6521739130435,76.9230769230769,94.8717948717949,85.7142857142857,62.5,78.5873137919947
AB13f0199,6,100,80.6451612903226,62.5,60,80.7692307692308,80.5555555555556,85,100,83.3333333333333,78.7878787878788,87.5,60,NA,73.9130434782609,76.9230769230769,87.1794871794872,71.4285714285714,62.5,78.2961963968069
AB13f0242,6,100,87.0967741935484,78.125,NA,NA,83.3333333333333,82.1428571428571,100,NA,66.6666666666667,100,65.7142857142857,60,52.1739130434783,80.7692307692308,58.974358974359,NA,NA,78.0766476798276
AB13f0190,6,62.8571428571429,83.8709677419355,87.5,NA,NA,NA,NA,36.3636363636364,NA,87.8787878787879,87.5,82.8571428571429,NA,95.6521739130435,NA,NA,NA,NA,78.0599814514611
AB13f0078,6,88.5714285714286,74.1935483870968,62.5,72.2222222222222,53.8461538461538,72.2222222222222,80.7142857142857,NA,85.7142857142857,81.8181818181818,100,62.8571428571429,54.2857142857143,82.6086956521739,84.6153846153846,84.6153846153846,100,83.3333333333333,77.8892931679418
AB13f0226,6,100,93.5483870967742,65.625,83.3333333333333,38.4615384615385,66.6666666666667,67.8571428571429,81.8181818181818,57.1428571428571,90.9090909090909,100,68.5714285714286,82.8571428571429,82.6086956521739,76.9230769230769,79.4871794871795,100,58.3333333333333,77.4523919505511
AB13f0181,6,91.4285714285714,83.8709677419355,59.375,NA,69.2307692307692,94.4444444444444,79.2857142857143,90.9090909090909,73.8095238095238,84.8484848484848,62.5,51.4285714285714,NA,82.6086956521739,73.0769230769231,87.1794871794872,71.4285714285714,83.3333333333333,77.4223842998497
AB13f0219,6,85.7142857142857,87.0967741935484,78.125,70.3722222222222,61.5384615384615,61.1111111111111,NA,100,NA,84.8484848484848,100,71.4285714285714,85.7142857142857,91.304347826087,84.6153846153846,58.974358974359,64.2857142857143,45.8333333333333,76.9351459878656
AB13f0025,6,100,93.5483870967742,56.25,55.5555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3384856630824
AB13f0204,6,94.2857142857143,80.6451612903226,40.625,85.1833333333333,80.7692307692308,80.5555555555556,70.7142857142857,72.7272727272727,92.8571428571429,NA,100,42.8571428571429,68.5714285714286,78.2608695652174,80.7692307692308,82.051282051282,85.7142857142857,58.3333333333333,76.171780552634
AB13f0085,6,88.5714285714286,90.3225806451613,78.125,77.7777777777778,73.0769230769231,88.8888888888889,77.1428571428572,NA,97.6190476190476,60.6060606060606,100,68.5714285714286,60,73.9130434782609,57.6923076923077,61.5384615384615,78.5714285714286,62.5,76.1716020105901
AB13f0231,6,100,100,84.375,94.4444444444444,50,48.6111111111111,77.8571428571429,63.6363636363636,90.4761904761905,87.8787878787879,75,48.5714285714286,61.4285714285714,82.6086956521739,61.5384615384615,64.1025641025641,100,79.1666666666667,76.0941904646615
AB13f0236,6,97.1428571428571,90.3225806451613,71.875,83.3333333333333,57.6923076923077,66.6666666666667,71.4285714285714,63.6363636363636,95.2380952380952,78.7878787878788,87.5,31.4285714285714,65.7142857142857,86.9565217391304,61.5384615384615,82.051282051282,92.8571428571429,70.8333333333333,75.277958512969
AB13f0192,6,88.5714285714286,87.0967741935484,84.375,88.8888888888889,19.2307692307692,94.4444444444444,71.4285714285714,90.9090909090909,88.0952380952381,81.8181818181818,100,65.7142857142857,28.5714285714286,91.304347826087,57.6923076923077,71.7948717948718,57.1428571428571,87.5,75.2543603512222
AB13f0065,6,97.1428571428571,87.0967741935484,62.5,72.2222222222222,61.5384615384615,70.8333333333333,57.8571428571429,NA,73.8095238095238,75.7575757575758,87.5,82.8571428571429,NA,78.2608695652174,88.4615384615385,79.4871794871795,57.1428571428571,70.8333333333333,75.2063007313709
AB13f0209,6,88.5714285714286,80.6451612903226,87.5,NA,NA,88.8888888888889,65.7142857142857,90.9090909090909,0,75.7575757575758,75,57.1428571428571,80,86.9565217391304,73.0769230769231,79.4871794871795,85.7142857142857,75,74.397762393248
AB13f0225,6,91.4285714285714,74.1935483870968,75,77.7777777777778,84.6153846153846,66.6666666666667,82.1428571428571,72.7272727272727,NA,81.8181818181818,62.5,60,54.2857142857143,65.2173913043478,76.9230769230769,66.6666666666667,NA,75,72.9351943589759
AB13f0075,6,80,48.3870967741936,25,NA,53.8461538461538,88.8888888888889,51.4285714285714,NA,80.9523809523809,78.7878787878788,62.5,85.7142857142857,65.7142857142857,69.5652173913043,88.4615384615385,79.4871794871795,92.8571428571429,91.6666666666667,71.4535804356544
AB13f0070,6,100,83.8709677419355,71.875,61.1111111111111,100,83.3333333333333,46.4285714285714,NA,85.7142857142857,60.6060606060606,75,62.8571428571429,60,86.9565217391304,88.4615384615385,71.7948717948718,42.8571428571429,33.3333333333333,71.4235224104975
AB13f0069,6,82.8571428571429,83.8709677419355,96.875,88.8888888888889,65.3846153846154,0,71.4285714285714,NA,76.1904761904762,81.8181818181818,NA,NA,64.2857142857143,NA,53.8461538461538,NA,NA,NA,69.5859738583346
AB13f0200,6,94.2857142857143,67.741935483871,31.25,66.6666666666667,92.3076923076923,NA,74.2857142857143,63.6363636363636,71.4285714285714,NA,87.5,77.1428571428572,42.8571428571429,56.5217391304348,65.3846153846154,NA,NA,NA,68.5391548161264
AB13f0068,6,85.7142857142857,58.0645161290323,84.375,72.2222222222222,53.8461538461538,94.4444444444444,53.5714285714286,NA,NA,NA,87.5,42.8571428571429,80,NA,50,58.974358974359,NA,NA,68.4641293965891
AB13f0076,6,97.1428571428571,83.8709677419355,56.25,44.4444444444444,50,94.4444444444444,77.1428571428572,NA,NA,NA,75,45.7142857142857,50,86.9565217391304,50,71.7948717948718,NA,NA,67.9047115511405
AB13f0205,6,97.1428571428571,67.741935483871,68.75,NA,NA,NA,NA,45.4545454545455,83.3333333333333,78.7878787878788,87.5,62.8571428571429,NA,NA,38.4615384615385,NA,28.5714285714286,NA,65.8600660092596
AB13f0021,6,94.2857142857143,67.741935483871,46.875,51.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0034402201741
AB13f0071,6,100,93.5483870967742,0,0,61.5384615384615,66.6666666666667,59.2857142857143,NA,NA,81.8181818181818,100,57.1428571428571,62.8571428571429,82.6086956521739,69.2307692307692,82.051282051282,NA,50,64.4498772226682
AB13f0062,6,82.8571428571429,70.9677419354839,NA,NA,57.6923076923077,86.1111111111111,63.5714285714286,NA,0,84.8484848484848,100,80,71.4285714285714,47.8260869565217,61.5384615384615,0,100,25,62.1227557959676
AB13f0198,6,82.8571428571429,77.4193548387097,59.375,55.5555555555556,46.1538461538462,54.1666666666667,39.2857142857143,45.4545454545455,88.0952380952381,81.8181818181818,100,31.4285714285714,NA,65.2173913043478,42.3076923076923,46.1538461538462,71.4285714285714,62.5,61.7186657852135
AB13f0083,6,82.8571428571429,90.3225806451613,59.375,56.6666666666667,NA,63.8888888888889,43.5714285714286,NA,NA,69.6969696969697,87.5,42.8571428571429,41.4285714285714,78.2608695652174,42.3076923076923,57.6923076923077,NA,29.1666666666667,60.3994234174183
AB13f0023,6,91.4285714285714,NA,34.375,44.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7493386243386
AB13f0191,6,68.5714285714286,NA,15.625,30.5555555555556,NA,NA,45,45.4545454545455,NA,93.9393939393939,NA,NA,NA,82.6086956521739,NA,NA,NA,NA,54.5363741675853
AB13f0241,6,82.8571428571429,64.5161290322581,31.25,66.6666666666667,61.5384615384615,72.2222222222222,32.8571428571429,54.5454545454545,47.6190476190476,NA,NA,57.1428571428571,41.4285714285714,65.2173913043478,53.8461538461538,41.025641025641,28.5714285714286,33.3333333333333,52.1648527494206
AB13f0210,6,68.5714285714286,NA,21.875,33.3333333333333,23.0769230769231,36.1111111111111,26.4285714285714,63.6363636363636,69.0476190476191,81.8181818181818,100,22.8571428571429,40,60.8695652173913,46.1538461538462,46.1538461538462,42.8571428571429,37.5,48.252357368406
CD13f0298,1,97.1428571428571,100,96.875,88.8888888888889,96.1538461538462,100,97.1428571428571,100,NA,93.9393939393939,100,97.1428571428571,NA,95.6521739130435,96.1538461538462,97.4358974358974,100,95.8333333333333,97.0225594529263
CD13f0273,1,100,96.7741935483871,84.375,94.4444444444444,88.4615384615385,100,99.2857142857143,100,97.6190476190476,96.969696969697,100,97.1428571428571,94.2857142857143,100,100,100,100,95.8333333333333,96.9550855605963
CD13f0104,1,100,90.3225806451613,96.875,100,100,100,97.1428571428571,NA,95.2380952380952,100,100,88.5714285714286,94.2857142857143,91.304347826087,96.1538461538462,92.3076923076923,100,91.6666666666667,96.1098958139735
CD13f0305,1,100,100,96.875,83.3333333333333,100,100,94.2857142857143,100,100,93.9393939393939,100,100,85.7142857142857,100,92.3076923076923,97.4358974358974,100,83.3333333333333,95.956925019425
CD13f0092,1,100,100,93.75,94.4444444444444,100,100,88.5714285714286,NA,95.2380952380952,90.9090909090909,100,97.1428571428571,94.2857142857143,86.9565217391304,100,94.8717948717949,100,87.5,95.509996894268
CD13f0304,1,100,93.5483870967742,96.875,88.8888888888889,92.3076923076923,100,100,100,100,93.9393939393939,100,88.5714285714286,82.8571428571429,95.6521739130435,88.4615384615385,97.4358974358974,100,95.8333333333333,95.2428264891741
CD13f0283,1,100,100,93.75,94.4444444444444,96.1538461538462,88.8888888888889,88.5714285714286,100,95.2380952380952,93.9393939393939,100,100,97.1428571428571,95.6521739130435,96.1538461538462,94.8717948717949,100,75,94.989264962091
CD13f0249,1,100,96.7741935483871,93.75,NA,96.1538461538462,100,85.7142857142857,90.9090909090909,100,96.969696969697,100,85.7142857142857,91.4285714285714,91.304347826087,92.3076923076923,94.8717948717949,NA,95.8333333333333,94.483196173567
CD13f0095,1,97.1428571428571,93.5483870967742,87.5,83.3333333333333,96.1538461538462,100,94.2857142857143,NA,97.6190476190476,93.9393939393939,100,85.7142857142857,91.4285714285714,95.6521739130435,100,84.6153846153846,100,95.8333333333333,93.9274310926815
CD13f0307,1,97.1428571428571,93.5483870967742,93.75,94.4444444444444,92.3076923076923,98.6111111111111,76.4285714285714,100,97.6190476190476,87.8787878787879,100,85.7142857142857,94.2857142857143,95.6521739130435,100,94.8717948717949,100,83.3333333333333,93.6437889526365
CD13f0275,1,91.4285714285714,93.5483870967742,84.375,94.4444444444444,96.1538461538462,86.1111111111111,100,100,88.0952380952381,96.969696969697,100,100,87.1428571428571,86.9565217391304,96.1538461538462,89.7435897435898,92.8571428571429,95.8333333333333,93.3229770149768
CD13f0097,1,100,100,93.75,94.4444444444444,96.1538461538462,88.8888888888889,94.2857142857143,NA,92.8571428571429,96.969696969697,NA,88.5714285714286,74.2857142857143,91.304347826087,96.1538461538462,87.1794871794872,100,95.8333333333333,93.1673681843519
CD13f0291,1,100,87.0967741935484,84.375,88.8888888888889,84.6153846153846,100,90,90.9090909090909,100,93.9393939393939,100,100,100,91.304347826087,92.3076923076923,87.1794871794872,100,83.3333333333333,92.997188510717
CD13f0091,1,100,90.3225806451613,90.625,88.8888888888889,100,88.8888888888889,90.7142857142857,NA,97.6190476190476,84.8484848484848,100,88.5714285714286,94.2857142857143,91.304347826087,88.4615384615385,97.4358974358974,92.8571428571429,91.6666666666667,92.7347007476019
CD13f0098,1,100,93.5483870967742,93.75,88.8888888888889,96.1538461538462,94.4444444444444,81.4285714285714,NA,95.2380952380952,90.9090909090909,100,94.2857142857143,88.5714285714286,86.9565217391304,88.4615384615385,92.3076923076923,100,87.5,92.4967187956009
CD13f0262,1,94.2857142857143,100,100,83.3333333333333,84.6153846153846,94.4444444444444,88.5714285714286,100,97.6190476190476,90.9090909090909,100,85.7142857142857,91.4285714285714,95.6521739130435,92.3076923076923,82.051282051282,92.8571428571429,87.5,92.2938662250256
CD13f0257,1,100,100,90.625,83.3333333333333,96.1538461538462,97.2222222222222,87.8571428571429,100,100,87.8787878787879,100,77.1428571428572,88.5714285714286,91.304347826087,92.3076923076923,84.6153846153846,92.8571428571429,87.5,92.0760658758847
CD13f0301,1,100,96.7741935483871,93.75,77.7777777777778,96.1538461538462,100,77.8571428571429,81.8181818181818,NA,90.9090909090909,100,71.4285714285714,91.4285714285714,91.304347826087,96.1538461538462,92.3076923076923,100,95.8333333333333,91.3821526789722
CD13f0256,1,100,96.7741935483871,87.5,77.7777777777778,92.3076923076923,100,82.8571428571429,100,90.4761904761905,87.8787878787879,100,97.1428571428571,80,91.304347826087,92.3076923076923,82.051282051282,100,79.1666666666667,90.9747017133646
CD13f0303,1,94.2857142857143,90.3225806451613,75,83.3333333333333,NA,100,87.1428571428571,100,85.7142857142857,84.8484848484848,100,82.8571428571429,91.4285714285714,91.304347826087,100,94.8717948717949,92.8571428571429,87.5,90.6744856359162
CD13f0106,1,97.1428571428571,87.0967741935484,84.375,83.3333333333333,84.6153846153846,100,79.2857142857143,NA,NA,93.9393939393939,100,82.8571428571429,78.5714285714286,95.6521739130435,92.3076923076923,89.7435897435898,100,95.8333333333333,90.2971136397789
CD13f0269,1,NA,83.8709677419355,75,83.3333333333333,88.4615384615385,94.4444444444444,75.7142857142857,100,95.2380952380952,81.8181818181818,100,88.5714285714286,97.1428571428571,91.304347826087,96.1538461538462,92.3076923076923,100,91.6666666666667,90.2957462011995
CD13f0260,1,100,93.5483870967742,71.875,88.8888888888889,76.9230769230769,94.4444444444444,94.2857142857143,100,95.2380952380952,93.9393939393939,87.5,68.5714285714286,NA,95.6521739130435,88.4615384615385,97.4358974358974,100,79.1666666666667,89.7606297567625
CD13f0278,1,100,100,90.625,94.4444444444444,92.3076923076923,94.4444444444444,82.1428571428571,100,NA,87.8787878787879,100,77.1428571428572,91.4285714285714,82.6086956521739,96.1538461538462,66.6666666666667,NA,79.1666666666667,89.688158120563
CD13f0263,1,100,96.7741935483871,75,94.4444444444444,92.3076923076923,100,100,100,95.2380952380952,93.9393939393939,100,77.1428571428572,97.1428571428571,82.6086956521739,38.4615384615385,82.051282051282,92.8571428571429,95.8333333333333,89.6556403399554
CD13f0270,1,91.4285714285714,93.5483870967742,90.625,91.6666666666667,88.4615384615385,94.4444444444444,85.7142857142857,72.7272727272727,97.6190476190476,93.9393939393939,100,71.4285714285714,62.8571428571429,100,96.1538461538462,87.1794871794872,100,95.8333333333333,89.645943836132
CD13f0289,1,82.8571428571429,96.7741935483871,84.375,NA,80.7692307692308,94.4444444444444,87.8571428571429,100,95.2380952380952,93.9393939393939,100,NA,81.4285714285714,NA,96.1538461538462,84.6153846153846,100,62.5,89.3968297234426
