"student","semester","section","intro","categorical","quantitative","distributions","normality","scatterplots","regression","randomness","surveys","experiments","probability","proportions","ci_proportions","hyp_proportions","sampling","inference_means","more_intervals","compare_groups","average_score","intro_HANDIN","categorical_HANDIN","quantitative_HANDIN","distributions_HANDIN","normality_HANDIN","scatterplots_HANDIN","regression_HANDIN","randomness_HANDIN","surveys_HANDIN","experiments_HANDIN","probability_HANDIN","proportions_HANDIN","ci_proportions_HANDIN","hyp_proportions_HANDIN","sampling_HANDIN","inference_means_HANDIN","more_intervals_HANDIN","compare_groups_HANDIN"
"EF14f0276","14Fall","14Fall_2",100,97.5,84.2105263157895,77.2727272727273,85.7142857142857,96.969696969697,77.4193548387097,80,97.5,96.6666666666667,0,85.7142857142857,100,88.8888888888889,92.5,0,0,71.4285714285714,89.3303127381014,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0296","14Fall","14Fall_2",97.1428571428571,100,0,81.8181818181818,92.8571428571429,100,74.1935483870968,80,87.5,93.3333333333333,0,82.8571428571429,86.9565217391304,83.3333333333333,92.5,0,0,85.7142857142857,89.2137564788336,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0299","14Fall","14Fall_2",91.4285714285714,94.4444444444445,86.8421052631579,86.3636363636364,100,96.969696969697,87.0967741935484,86.6666666666667,97.5,100,0,71.4285714285714,86.9565217391304,77.7777777777778,82.5,0,0,78.5714285714286,88.6869149556922,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0056","14Fall","14Fall_2",100,97.5,84.2105263157895,100,92.8571428571429,93.9393939393939,77.4193548387097,60,95,90,0,80,91.304347826087,80.5555555555556,0,0,0,85.7142857142857,88.4000404697976,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,0,100
"EF14f0247","14Fall","14Fall_2",97.1428571428571,97.5,89.4736842105263,90.9090909090909,89.2857142857143,78.7878787878788,70.9677419354839,100,85,83.3333333333333,0,80,100,88.8888888888889,72.5,0,0,85.7142857142857,87.9377172005037,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0319","14Fall","14Fall_2",97.1428571428571,97.2222222222222,73.6842105263158,95.4545454545455,67.8571428571429,93.9393939393939,93.5483870967742,93.3333333333333,97.5,90,0,85.7142857142857,86.9565217391304,86.1111111111111,72.5,0,0,78.5714285714286,87.9223538706727,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0306","14Fall","14Fall_2",100,97.5,97.3684210526316,90.9090909090909,89.2857142857143,78.7878787878788,83.8709677419355,46.6666666666667,82.5,100,0,100,91.304347826087,86.1111111111111,75,0,0,0,87.7869465587411,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,0
"EF14f0313","14Fall","14Fall_2",100,94.7222222222222,86.8421052631579,90.9090909090909,96.4285714285714,87.8787878787879,90.3225806451613,86.6666666666667,90,83.3333333333333,0,82.8571428571429,91.304347826087,75,60,0,0,71.4285714285714,86.4009776675634,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0302","14Fall","14Fall_2",100,94.7222222222222,94.7368421052632,86.3636363636364,96.4285714285714,90.9090909090909,96.7741935483871,86.6666666666667,95,90,0,54.2857142857143,78.2608695652174,58.3333333333333,80,0,0,78.5714285714286,85.9859244513596,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0266","14Fall","14Fall_2",100,100,89.4736842105263,81.8181818181818,96.4285714285714,93.9393939393939,80.6451612903226,60,100,96.6666666666667,0,85.7142857142857,78.2608695652174,86.1111111111111,55,0,0,64.2857142857143,85.5214775018745,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0253","14Fall","14Fall_2",91.4285714285714,95,63.1578947368421,81.8181818181818,89.2857142857143,96.969696969697,80.6451612903226,73.3333333333333,87.5,93.3333333333333,0,88.5714285714286,86.9565217391304,77.7777777777778,95,0,0,71.4285714285714,85.4503866695565,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0292","14Fall","14Fall_2",0,87.2222222222222,73.6842105263158,90.9090909090909,75,100,87.0967741935484,100,90,100,0,88.5714285714286,91.304347826087,80.5555555555556,70,0,0,57.1428571428571,85.2472472779552,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0330","14Fall","14Fall_2",82.8571428571429,92.2222222222222,89.4736842105263,77.2727272727273,82.1428571428571,93.9393939393939,70.9677419354839,93.3333333333333,87.5,86.6666666666667,0,77.1428571428572,100,75,82.5,0,0,78.5714285714286,85.1132673448038,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0293","14Fall","14Fall_2",100,97.5,86.8421052631579,81.8181818181818,96.4285714285714,93.9393939393939,67.741935483871,80,95,90,0,77.1428571428572,95.6521739130435,63.8888888888889,62.5,0,0,71.4285714285714,84.8364174566586,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0280","14Fall","14Fall_2",85.7142857142857,90,81.5789473684211,81.8181818181818,92.8571428571429,96.969696969697,87.0967741935484,93.3333333333333,95,90,0,65.7142857142857,86.9565217391304,61.1111111111111,92.5,0,0,64.2857142857143,84.6834996940532,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0327","14Fall","14Fall_2",94.2857142857143,89.1666666666667,63.1578947368421,81.8181818181818,75,96.969696969697,87.0967741935484,86.6666666666667,87.5,73.3333333333333,0,91.4285714285714,91.304347826087,75,92.5,0,0,71.4285714285714,84.1139428762842,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0256","14Fall","14Fall_2",100,86.9444444444445,86.8421052631579,81.8181818181818,0,96.969696969697,90.3225806451613,66.6666666666667,97.5,86.6666666666667,0,85.7142857142857,86.9565217391304,72.2222222222222,75,0,0,57.1428571428571,83.8473782491277,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0282","14Fall","14Fall_2",94.2857142857143,89.4444444444445,86.8421052631579,72.7272727272727,89.2857142857143,84.8484848484848,67.741935483871,100,85,83.3333333333333,0,71.4285714285714,91.304347826087,69.4444444444444,77.5,0,0,78.5714285714286,83.2001400866855,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0279","14Fall","14Fall_2",94.2857142857143,92.2222222222222,89.4736842105263,81.8181818181818,78.5714285714286,84.8484848484848,67.741935483871,60,87.5,83.3333333333333,0,0,82.6086956521739,88.8888888888889,70,0,0,92.8571428571429,83.091462292946,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,0,100
"EF14f0250","14Fall","14Fall_2",91.4285714285714,94.7222222222222,86.8421052631579,86.3636363636364,89.2857142857143,93.9393939393939,70.9677419354839,73.3333333333333,67.5,93.3333333333333,0,65.7142857142857,86.9565217391304,88.8888888888889,87.5,0,0,57.1428571428571,83.0400517382644,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0025","14Fall","14Fall_2",0,92.5,71.0526315789474,0,82.1428571428571,0,58.0645161290323,80,95,90,0,0,0,0,0,0,0,0,82.6575006063546,0,100,100,0,100,0,100,100,100,100,0,0,0,0,0,0,0,0
"EF14f0309","14Fall","14Fall_2",100,92.2222222222222,78.9473684210526,77.2727272727273,89.2857142857143,87.8787878787879,74.1935483870968,93.3333333333333,95,63.3333333333333,0,91.4285714285714,78.2608695652174,75,57.5,0,0,71.4285714285714,82.3317043611781,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0297","14Fall","14Fall_2",100,94.7222222222222,0,90.9090909090909,50,66.6666666666667,67.741935483871,86.6666666666667,87.5,80,0,74.2857142857143,82.6086956521739,80.5555555555556,97.5,0,0,78.5714285714286,82.1633465490408,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0268","14Fall","14Fall_2",91.4285714285714,90,68.4210526315789,90.9090909090909,85.7142857142857,84.8484848484848,80.6451612903226,86.6666666666667,97.5,90,0,74.2857142857143,86.9565217391304,77.7777777777778,47.5,0,0,71.4285714285714,82.1301186700122,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0325","14Fall","14Fall_2",97.1428571428571,95,71.0526315789474,77.2727272727273,82.1428571428571,90.9090909090909,64.5161290322581,80,92.5,83.3333333333333,0,88.5714285714286,82.6086956521739,77.7777777777778,77.5,0,0,57.1428571428571,82.0293990972693,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0321","14Fall","14Fall_2",91.4285714285714,94.7222222222222,71.0526315789474,81.8181818181818,96.4285714285714,87.8787878787879,70.9677419354839,86.6666666666667,92.5,76.6666666666667,0,65.7142857142857,91.304347826087,83.3333333333333,55,0,0,71.4285714285714,81.9770501342874,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0332","14Fall","14Fall_2",71.4285714285714,73.6111111111111,60.5263157894737,81.8181818181818,50,96.969696969697,83.8709677419355,100,95,96.6666666666667,0,80,82.6086956521739,88.8888888888889,90,0,0,85.7142857142857,81.9196558057561,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0287","14Fall","14Fall_2",97.1428571428571,84.1666666666667,78.9473684210526,77.2727272727273,92.8571428571429,96.969696969697,83.8709677419355,93.3333333333333,0,66.6666666666667,0,80,86.9565217391304,61.1111111111111,62.5,0,0,78.5714285714286,81.6355436773611,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0304","14Fall","14Fall_2",0,91.9444444444445,84.2105263157895,81.8181818181818,71.4285714285714,87.8787878787879,77.4193548387097,86.6666666666667,100,86.6666666666667,0,88.5714285714286,95.6521739130435,52.7777777777778,62.5,0,0,64.2857142857143,81.5843159366818,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0314","14Fall","14Fall_2",0,91.9444444444445,81.5789473684211,90.9090909090909,100,90.9090909090909,58.0645161290323,86.6666666666667,0,96.6666666666667,0,68.5714285714286,69.5652173913043,69.4444444444444,60,0,0,78.5714285714286,81.0597418940331,0,100,100,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0317","14Fall","14Fall_2",97.1428571428571,100,86.8421052631579,72.7272727272727,78.5714285714286,81.8181818181818,67.741935483871,60,95,66.6666666666667,0,74.2857142857143,91.304347826087,88.8888888888889,77.5,0,0,57.1428571428571,80.9770159885614,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0260","14Fall","14Fall_2",100,94.7222222222222,65.7894736842105,0,85.7142857142857,87.8787878787879,77.4193548387097,80,92.5,86.6666666666667,0,57.1428571428571,86.9565217391304,61.1111111111111,70,0,0,71.4285714285714,80.8034716432517,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0328","14Fall","14Fall_2",100,95,92.1052631578947,86.3636363636364,78.5714285714286,0,54.8387096774194,86.6666666666667,95,63.3333333333333,0,74.2857142857143,82.6086956521739,75,67.5,0,0,64.2857142857143,80.7039441329321,100,100,100,100,100,0,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0333","14Fall","14Fall_2",0,97.5,0,81.8181818181818,85.7142857142857,90.9090909090909,70.9677419354839,66.6666666666667,97.5,93.3333333333333,0,62.8571428571429,78.2608695652174,72.2222222222222,62.5,0,0,71.4285714285714,80.6555790321569,0,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0322","14Fall","14Fall_2",88.5714285714286,89.7222222222222,60.5263157894737,95.4545454545455,92.8571428571429,84.8484848484848,74.1935483870968,86.6666666666667,85,63.3333333333333,0,65.7142857142857,86.9565217391304,83.3333333333333,60,0,0,78.5714285714286,80.3419674819247,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0252","14Fall","14Fall_2",97.1428571428571,97.5,71.0526315789474,77.2727272727273,64.2857142857143,87.8787878787879,90.3225806451613,93.3333333333333,92.5,63.3333333333333,0,80,78.2608695652174,80.5555555555556,62.5,0,0,50,80.2148994119772,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0249","14Fall","14Fall_2",97.1428571428571,79.7222222222222,76.3157894736842,90.9090909090909,82.1428571428571,93.9393939393939,54.8387096774194,100,85,73.3333333333333,0,51.4285714285714,100,77.7777777777778,82.5,0,0,57.1428571428571,80.1197301507679,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0320","14Fall","14Fall_2",0,91.6666666666667,81.5789473684211,86.3636363636364,85.7142857142857,90.9090909090909,64.5161290322581,66.6666666666667,62.5,96.6666666666667,0,77.1428571428572,86.9565217391304,77.7777777777778,60,0,0,78.5714285714286,79.9131560857035,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0291","14Fall","14Fall_2",0,86.6666666666667,86.8421052631579,81.8181818181818,67.8571428571429,72.7272727272727,74.1935483870968,80,85,90,0,77.1428571428572,91.304347826087,72.2222222222222,77.5,0,0,64.2857142857143,79.6151150575377,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0331","14Fall","14Fall_2",100,87.5,78.9473684210526,0,85.7142857142857,81.8181818181818,64.5161290322581,80,97.5,90,0,74.2857142857143,47.8260869565217,69.4444444444444,70,0,0,78.5714285714286,79.5749092829258,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0277","14Fall","14Fall_2",94.2857142857143,86.9444444444445,65.7894736842105,90.9090909090909,92.8571428571429,93.9393939393939,87.0967741935484,80,90,50,0,48.5714285714286,95.6521739130435,69.4444444444444,55,0,0,85.7142857142857,79.5718007125745,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0318","14Fall","14Fall_2",100,100,76.3157894736842,95.4545454545455,60.7142857142857,72.7272727272727,74.1935483870968,80,70,80,0,68.5714285714286,91.304347826087,86.1111111111111,45,0,0,71.4285714285714,79.4888062933802,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0246","14Fall","14Fall_2",97.1428571428571,86.6666666666667,55.2631578947368,95.4545454545455,67.8571428571429,96.969696969697,61.2903225806452,86.6666666666667,82.5,63.3333333333333,0,85.7142857142857,100,75,55,0,0,71.4285714285714,79.1846195859884,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0298","14Fall","14Fall_2",100,95,71.0526315789474,95.4545454545455,67.8571428571429,78.7878787878788,70.9677419354839,100,62.5,80,0,74.2857142857143,82.6086956521739,61.1111111111111,67.5,0,0,64.2857142857143,79.1506984967945,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0259","14Fall","14Fall_2",85.7142857142857,86.9444444444445,52.6315789473684,40.9090909090909,50,87.8787878787879,90.3225806451613,100,87.5,93.3333333333333,0,88.5714285714286,100,69.4444444444444,80,0,0,64.2857142857143,79.0300083511565,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0289","14Fall","14Fall_2",0,0,65.7894736842105,95.4545454545455,89.2857142857143,78.7878787878788,74.1935483870968,80,90,90,0,77.1428571428572,91.304347826087,55.5555555555556,75,0,0,64.2857142857143,78.9845873392046,0,0,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0272","14Fall","14Fall_2",100,89.4444444444445,84.2105263157895,0,89.2857142857143,90.9090909090909,74.1935483870968,53.3333333333333,97.5,70,0,68.5714285714286,0,77.7777777777778,55,0,0,64.2857142857143,78.8540016253453,100,100,100,0,100,100,100,100,100,100,0,100,0,100,100,0,0,100
"EF14f0273","14Fall","14Fall_2",97.1428571428571,84.4444444444445,73.6842105263158,95.4545454545455,60.7142857142857,78.7878787878788,54.8387096774194,100,95,90,0,65.7142857142857,95.6521739130435,63.8888888888889,55,0,0,57.1428571428571,78.2443488657042,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0261","14Fall","14Fall_2",100,95,78.9473684210526,90.9090909090909,85.7142857142857,81.8181818181818,61.2903225806452,86.6666666666667,0,93.3333333333333,0,48.5714285714286,69.5652173913043,72.2222222222222,55,0,0,57.1428571428571,78.0787316514046,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0258","14Fall","14Fall_2",0,89.7222222222222,0,0,75,81.8181818181818,41.9354838709677,80,72.5,86.6666666666667,0,62.8571428571429,100,83.3333333333333,90,0,0,57.1428571428571,77.7460084718149,0,100,0,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0005","14Fall","14Fall_2",88.5714285714286,90,42.1052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6691729323308,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF14f0275","14Fall","14Fall_2",80,90,52.6315789473684,54.5454545454545,78.5714285714286,100,77.4193548387097,73.3333333333333,92.5,93.3333333333333,0,82.8571428571429,95.6521739130435,63.8888888888889,52.5,0,0,64.2857142857143,77.5949002196511,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0324","14Fall","14Fall_2",100,92.2222222222222,60.5263157894737,72.7272727272727,96.4285714285714,60.6060606060606,74.1935483870968,60,0,60,0,94.2857142857143,82.6086956521739,86.1111111111111,50,0,0,78.5714285714286,77.3668775335565,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0257","14Fall","14Fall_2",0,82.2222222222222,73.6842105263158,81.8181818181818,67.8571428571429,90.9090909090909,61.2903225806452,100,95,76.6666666666667,0,71.4285714285714,73.9130434782609,44.4444444444444,57.5,0,0,64.2857142857143,74.8827888959652,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0278","14Fall","14Fall_2",94.2857142857143,82.2222222222222,0,72.7272727272727,71.4285714285714,78.7878787878788,0,66.6666666666667,90,93.3333333333333,0,80,0,50,52.5,0,0,57.1428571428571,74.7166722166722,100,100,0,100,100,100,0,100,100,100,0,100,0,100,100,0,0,100
"EF14f0012","14Fall","14Fall_2",97.1428571428571,81.6666666666667,0,59.0909090909091,50,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9134199134199,100,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF14f0301","14Fall","14Fall_2",97.1428571428571,95,63.1578947368421,72.7272727272727,75,72.7272727272727,51.6129032258064,66.6666666666667,85,70,0,48.5714285714286,69.5652173913043,88.8888888888889,60,0,0,64.2857142857143,73.4591322727534,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0254","14Fall","14Fall_2",97.1428571428571,89.4444444444445,0,59.0909090909091,0,78.7878787878788,67.741935483871,60,85,86.6666666666667,0,48.5714285714286,78.2608695652174,66.6666666666667,55,0,0,64.2857142857143,73.2931296535785,100,100,0,100,0,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0283","14Fall","14Fall_2",82.8571428571429,86.6666666666667,55.2631578947368,77.2727272727273,60.7142857142857,69.6969696969697,74.1935483870968,80,87.5,83.3333333333333,0,57.1428571428571,69.5652173913043,77.7777777777778,57.5,0,0,64.2857142857143,73.152254067955,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0294","14Fall","14Fall_2",0,90,84.2105263157895,77.2727272727273,39.2857142857143,90.9090909090909,74.1935483870968,93.3333333333333,80,76.6666666666667,0,57.1428571428571,82.6086956521739,66.6666666666667,50,0,0,42.8571428571429,73.0097979659506,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0251","14Fall","14Fall_2",91.4285714285714,97.5,84.2105263157895,86.3636363636364,100,93.9393939393939,6.45161290322581,86.6666666666667,82.5,80,0,34.2857142857143,73.9130434782609,58.3333333333333,30,0,0,64.2857142857143,72.9611383125192,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0286","14Fall","14Fall_2",100,92.2222222222222,78.9473684210526,77.2727272727273,57.1428571428571,81.8181818181818,70.9677419354839,80,82.5,63.3333333333333,0,45.7142857142857,69.5652173913043,58.3333333333333,45,0,0,71.4285714285714,72.9042538897235,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0316","14Fall","14Fall_2",97.1428571428571,97.5,65.7894736842105,0,67.8571428571429,78.7878787878788,61.2903225806452,60,80,76.6666666666667,0,57.1428571428571,78.2608695652174,66.6666666666667,50,0,0,57.1428571428571,72.7831728158,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0315","14Fall","14Fall_2",97.1428571428571,97.2222222222222,0,77.2727272727273,60.7142857142857,93.9393939393939,64.5161290322581,73.3333333333333,0,90,0,31.4285714285714,78.2608695652174,55.5555555555556,67.5,0,0,28.5714285714286,72.3342568571481,100,100,0,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0329","14Fall","14Fall_2",97.1428571428571,89.7222222222222,73.6842105263158,72.7272727272727,0,90.9090909090909,32.258064516129,60,77.5,80,0,68.5714285714286,82.6086956521739,58.3333333333333,47.5,0,0,64.2857142857143,72.3310074739173,100,100,100,100,0,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0057","14Fall","14Fall_2",94.2857142857143,0,86.8421052631579,81.8181818181818,0,75.7575757575758,51.6129032258064,66.6666666666667,80,83.3333333333333,0,60,73.9130434782609,55.5555555555556,0,0,0,57.1428571428571,72.2439947105925,100,0,100,100,0,100,100,100,100,100,0,100,100,100,0,0,0,100
"EF14f0267","14Fall","14Fall_2",74.2857142857143,84.4444444444445,76.3157894736842,59.0909090909091,78.5714285714286,90.9090909090909,58.0645161290323,60,92.5,96.6666666666667,0,42.8571428571429,56.5217391304348,72.2222222222222,55,0,0,71.4285714285714,72.0826674783616,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0288","14Fall","14Fall_2",97.1428571428571,97.5,68.4210526315789,0,46.4285714285714,96.969696969697,48.3870967741936,86.6666666666667,92.5,83.3333333333333,0,51.4285714285714,52.1739130434783,41.6666666666667,35,0,0,78.5714285714286,71.5793236438029,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0270","14Fall","14Fall_2",80,76.3888888888889,57.8947368421053,77.2727272727273,60.7142857142857,84.8484848484848,70.9677419354839,73.3333333333333,97.5,90,0,40,65.2173913043478,63.8888888888889,57.5,0,0,64.2857142857143,71.0125676376968,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0300","14Fall","14Fall_2",94.2857142857143,86.6666666666667,65.7894736842105,77.2727272727273,39.2857142857143,78.7878787878788,48.3870967741936,66.6666666666667,75,86.6666666666667,0,40,73.9130434782609,83.3333333333333,55,0,0,71.4285714285714,70.5718887498294,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0290","14Fall","14Fall_2",0,64.1666666666667,57.8947368421053,72.7272727272727,46.4285714285714,51.5151515151515,48.3870967741936,86.6666666666667,95,93.3333333333333,0,65.7142857142857,95.6521739130435,75,82.5,0,0,57.1428571428571,70.4196986260543,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0020","14Fall","14Fall_2",100,82.2222222222222,0,77.2727272727273,35.7142857142857,72.7272727272727,41.9354838709677,0,0,0,0,0,0,0,0,0,0,0,70.299173432814,100,100,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0
"EF14f0310","14Fall","14Fall_2",97.1428571428571,95,63.1578947368421,77.2727272727273,85.7142857142857,93.9393939393939,64.5161290322581,86.6666666666667,80,90,0,34.2857142857143,0,69.4444444444444,0,0,0,71.4285714285714,68.9730427914851,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0269","14Fall","14Fall_2",82.8571428571429,89.7222222222222,68.4210526315789,77.2727272727273,71.4285714285714,78.7878787878788,58.0645161290323,53.3333333333333,80,46.6666666666667,0,57.1428571428571,78.2608695652174,55.5555555555556,57.5,0,0,57.1428571428571,68.8674045598665,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0271","14Fall","14Fall_2",85.7142857142857,91.9444444444445,0,68.1818181818182,50,72.7272727272727,48.3870967741936,53.3333333333333,87.5,56.6666666666667,0,65.7142857142857,73.9130434782609,55.5555555555556,50,0,0,71.4285714285714,68.2007212308755,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0305","14Fall","14Fall_2",88.5714285714286,63.6111111111111,78.9473684210526,81.8181818181818,64.2857142857143,81.8181818181818,58.0645161290323,66.6666666666667,57.5,83.3333333333333,0,54.2857142857143,86.9565217391304,58.3333333333333,45,0,0,57.1428571428571,68.121627485428,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0311","14Fall","14Fall_2",91.4285714285714,71.1111111111111,68.4210526315789,45.4545454545455,64.2857142857143,66.6666666666667,70.9677419354839,93.3333333333333,85,73.3333333333333,0,57.1428571428571,91.304347826087,44.4444444444444,37.5,0,0,57.1428571428571,68.0404804904809,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0274","14Fall","14Fall_2",97.1428571428571,77.2222222222222,52.6315789473684,54.5454545454545,71.4285714285714,84.8484848484848,25.8064516129032,80,87.5,0,0,54.2857142857143,65.2173913043478,69.4444444444444,57.5,0,0,64.2857142857143,67.9387404860203,100,100,100,100,100,100,100,100,100,0,0,100,100,100,100,0,0,100
"EF14f0011","14Fall","14Fall_2",0,86.9444444444445,68.4210526315789,27.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.3956671982988,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF14f0248","14Fall","14Fall_2",100,89.7222222222222,52.6315789473684,0,46.4285714285714,78.7878787878788,32.258064516129,60,57.5,86.6666666666667,0,48.5714285714286,82.6086956521739,50,60,0,0,0,66.7783806439044,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,0,0,0
"EF14f0312","14Fall","14Fall_2",0,0,0,59.0909090909091,42.8571428571429,84.8484848484848,61.2903225806452,60,92.5,96.6666666666667,0,25.7142857142857,73.9130434782609,66.6666666666667,50,0,0,78.5714285714286,66.0099125395409,0,0,0,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0281","14Fall","14Fall_2",71.4285714285714,79.7222222222222,36.8421052631579,59.0909090909091,46.4285714285714,72.7272727272727,29.0322580645161,73.3333333333333,0,46.6666666666667,0,65.7142857142857,100,88.8888888888889,60,0,0,78.5714285714286,65.8779157081364,100,100,100,100,100,100,100,100,0,100,0,100,100,100,100,0,0,100
"EF14f0303","14Fall","14Fall_2",0,86.9444444444445,73.6842105263158,68.1818181818182,35.7142857142857,75.7575757575758,54.8387096774194,60,67.5,60,0,60,43.4782608695652,80.5555555555556,52.5,0,0,71.4285714285714,65.1685251066664,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,100
"EF14f0307","14Fall","14Fall_2",88.5714285714286,86.3888888888889,68.4210526315789,63.6363636363636,67.8571428571429,84.8484848484848,25.8064516129032,60,0,0,0,31.4285714285714,78.2608695652174,41.6666666666667,67.5,0,0,57.1428571428571,64.851261909928,100,100,100,100,100,100,100,100,0,0,0,100,100,100,100,0,0,100
