Username,Section,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T15,T16,T17,T18,T19,T20,T21,T22,T23,AvgCrtPct
AB.14s0225,7,97.1428571428571,90,82.8571428571429,90,77.7777777777778,73.3333333333333,88,76.6666666666667,92.5,90,100,80,73.9130434782609,90,NA,84,85.7142857142857,81.8181818181818,84.6153846153846,64.2857142857143,84.3486519836634
AB.14s0218,7,100,95,68.5714285714286,85,94.4444444444444,80,88,60,95,86.6666666666667,85.7142857142857,80,95.6521739130435,76.6666666666667,65,88,71.4285714285714,90.9090909090909,92.3076923076923,85.7142857142857,84.2037653168088
AB.14s0214,7,97.1428571428571,95,80,90,72.7777777777778,86.6666666666667,84,90,95,90,85.7142857142857,80,78.2608695652174,73.3333333333333,77.5,92,92.8571428571429,45.4545454545455,92.3076923076923,85.7142857142857,84.1864728266902
AB.14s0209,7,100,100,71.4285714285714,100,83.3333333333333,80,84,73.3333333333333,90,90,92.8571428571429,82.8571428571429,69.5652173913043,93.3333333333333,72.5,92,78.5714285714286,72.7272727272727,76.9230769230769,71.4285714285714,83.7429212092256
AB.14s0234,7,91.4285714285714,100,68.5714285714286,95,64.4444444444444,83.3333333333333,76,80,92.5,96.6666666666667,85.7142857142857,82.8571428571429,73.9130434782609,96.6666666666667,70,84,85.7142857142857,81.8181818181818,76.9230769230769,85.7142857142857,83.5632706665315
AB.14s0152,7,100,100,NA,90,72.2222222222222,83.3333333333333,92,80,97.5,93.3333333333333,71.4285714285714,65.7142857142857,73.9130434782609,70,70,88,100,NA,NA,71.4285714285714,83.4631388787399
AB.14s0088,7,100,90,82.8571428571429,80,66.6666666666667,86.6666666666667,92,70,90,100,85.7142857142857,68.5714285714286,86.9565217391304,86.6666666666667,55,84,92.8571428571429,81.8181818181818,76.9230769230769,NA,82.9840937094942
AB.14s0006,7,88.5714285714286,90,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.8571428571428
AB.14s0173,7,100,100,5.71428571428571,90,77.7777777777778,90,76,80,97.5,96.6666666666667,85.7142857142857,82.8571428571429,86.9565217391304,73.3333333333333,60,96,92.8571428571429,100,84.6153846153846,78.5714285714286,82.7281984923289
AB.14s0201,7,100,100,77.1428571428572,85,88.8888888888889,86.6666666666667,76,56.6666666666667,97.5,93.3333333333333,85.7142857142857,74.2857142857143,78.2608695652174,93.3333333333333,65,84,92.8571428571429,63.6363636363636,84.6153846153846,71.4285714285714,82.7165039067213
AB.14s0198,7,97.1428571428571,80,74.2857142857143,90,86.1111111111111,80,76,73.3333333333333,95,86.6666666666667,85.7142857142857,82.8571428571429,78.2608695652174,90,60,96,85.7142857142857,72.7272727272727,84.6153846153846,78.5714285714286,82.650017615235
AB.14s0176,7,82.8571428571429,95,74.2857142857143,75,72.2222222222222,80,88,76.6666666666667,87.5,60,71.4285714285714,80,82.6086956521739,90,72.5,96,92.8571428571429,100,84.6153846153846,78.5714285714286,82.0056484578224
AB.14s0229,7,88.5714285714286,100,62.8571428571429,80,77.7777777777778,80,92,96.6666666666667,95,96.6666666666667,100,71.4285714285714,43.4782608695652,46.6666666666667,75,96,92.8571428571429,90.9090909090909,92.3076923076923,57.1428571428571,81.7664982360635
AB.14s0180,7,100,85,88.5714285714286,85,70,80,92,86.6666666666667,NA,NA,88.8888888888889,74.2857142857143,91.304347826087,83.3333333333333,75,92,64.2857142857143,72.7272727272727,76.9230769230769,64.2857142857143,81.6817865441054
AB.14s0163,7,100,90,91.4285714285714,90,94.4444444444444,80,64,80,92.5,90,100,71.4285714285714,78.2608695652174,90,70,96,78.5714285714286,27.2727272727273,84.6153846153846,57.1428571428571,81.2832427234601
AB.14s0196,7,82.8571428571429,NA,80,NA,72.2222222222222,83.3333333333333,88,86.6666666666667,92.5,100,57.1428571428571,74.2857142857143,95.6521739130435,76.6666666666667,75,96,78.5714285714286,45.4545454545455,84.6153846153846,78.5714285714286,80.4188646833574
AB.14s0182,7,100,95,65.7142857142857,85,83.3333333333333,86.6666666666667,92,46.6666666666667,85,90,100,60,86.9565217391304,90,65,88,57.1428571428571,81.8181818181818,76.9230769230769,71.4285714285714,80.3325080716385
AB.14s0208,7,80,95,74.2857142857143,90,83.3333333333333,80,88,76.6666666666667,95,96.6666666666667,100,82.8571428571429,73.9130434782609,80,75,68,52.3785714285714,90.9090909090909,69.2307692307692,50,80.0620499428108
AB.14s0200,7,94.2857142857143,90,54.2857142857143,85,94.4444444444444,76.6666666666667,76,66.6666666666667,87.5,100,85.7142857142857,57.1428571428571,73.9130434782609,83.3333333333333,35,88,92.8571428571429,90.9090909090909,92.3076923076923,64.2857142857143,79.4156183188792
AB.14s0164,7,100,80,62.8571428571429,95,61.1111111111111,50,88,70,92.5,66.6666666666667,71.4285714285714,51.4285714285714,69.5652173913043,86.6666666666667,87.5,96,92.8571428571429,90.9090909090909,92.3076923076923,78.5714285714286,79.1684651097695
AB.14s0206,7,100,100,85.7142857142857,85,88.8888888888889,86.6666666666667,88,73.3333333333333,97.5,90,85.7142857142857,74.2857142857143,78.2608695652174,76.6666666666667,72.5,76,42.8571428571429,36.3636363636364,69.2307692307692,71.4285714285714,78.9205415357589
AB.14s0171,7,100,80,91.4285714285714,95,88.8888888888889,80,84,60,90,86.6666666666667,100,77.1428571428572,91.304347826087,90,77.5,96,71.4285714285714,36.3636363636364,76.9230769230769,0,78.6323308334178
AB.14s0204,7,82.8571428571429,95,71.4285714285714,85,83.3333333333333,56.6666666666667,56,86.6666666666667,82.5,63.3333333333333,85.7142857142857,77.1428571428572,91.304347826087,76.6666666666667,67.5,88,76.1928571428571,90.9090909090909,76.9230769230769,78.5714285714286,78.5855162591032
AB.14s0032,7,100,85,NA,65,NA,63.3333333333333,80,60,92.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9761904761905
AB.14s0202,7,100,80,77.1428571428572,95,61.6666666666667,66.6666666666667,68,86.6666666666667,85,90,92.8571428571429,57.1428571428571,91.304347826087,86.6666666666667,52.5,88,85.7142857142857,72.7272727272727,76.9230769230769,42.8571428571429,77.8417824928695
AB.14s0162,7,100,90,68.5714285714286,80,55.5555555555556,80,80,66.6666666666667,95,73.3333333333333,64.2857142857143,77.1428571428572,95.6521739130435,90,82.5,80,66.6642857142857,36.3636363636364,84.6153846153846,85.7142857142857,77.6032660938096
AB.14s0172,7,100,75,88.5714285714286,95,61.1111111111111,90,88,76.6666666666667,87.5,86.6666666666667,85.7142857142857,NA,NA,53.3333333333333,70,NA,NA,NA,NA,28.5714285714286,77.5810657596372
AB.14s0159,7,80,80,77.1428571428572,75,47.2222222222222,NA,64,76.6666666666667,100,73.3333333333333,85.7142857142857,60,86.9565217391304,80,55,88,92.8571428571429,63.6363636363636,92.3076923076923,85.7142857142857,77.0290195438937
AB.14s0190,7,94.2857142857143,95,85.7142857142857,100,77.7777777777778,90,68,46.6666666666667,97.5,93.3333333333333,64.2857142857143,88.5714285714286,76.0869565217391,60,70,96,30.95,36.3636363636364,92.3076923076923,71.4285714285714,76.713588862828
AB.14s0157,7,88.5714285714286,90,85.7142857142857,85,47.2222222222222,60,88,33.3333333333333,95,90,71.4285714285714,82.8571428571429,86.9565217391304,60,57.5,92,78.5714285714286,72.7272727272727,69.2307692307692,71.4285714285714,75.2770773912078
AB.14s0194,7,82.8571428571429,100,68.5714285714286,90,88.8888888888889,90,80,66.6666666666667,82.5,73.3333333333333,71.4285714285714,45.7142857142857,73.9130434782609,53.3333333333333,95,96,85.7142857142857,27.2727272727273,76.9230769230769,57.1428571428571,75.2629820662429
AB.14s0232,7,100,90,85.7142857142857,90,78.8888888888889,93.3333333333333,48,53.3333333333333,80,96.6666666666667,85.7142857142857,68.5714285714286,65.2173913043478,73.3333333333333,55,72,57.1428571428571,63.6363636363636,69.2307692307692,71.4285714285714,74.8605754149232
AB.14s0188,7,100,85,NA,80,83.3333333333333,90,80,NA,87.5,73.3333333333333,71.4285714285714,45.7142857142857,65.2173913043478,96.6666666666667,52.5,84,71.4285714285714,45.4545454545455,76.9230769230769,57.1428571428571,74.7579240405327
AB.14s0193,7,97.1428571428571,85,77.1428571428572,40,83.3333333333333,80,84,36.6666666666667,92.5,86.6666666666667,92.8571428571429,65.7142857142857,47.8260869565217,63.3333333333333,NA,80,85.7142857142857,72.7272727272727,76.9230769230769,64.2857142857143,74.307030498106
AB.14s0156,7,NA,75,71.4285714285714,75,88.8888888888889,70,68,73.3333333333333,87.5,90,88.8888888888889,34.2857142857143,82.6086956521739,60,70,NA,NA,NA,NA,78.5714285714286,74.2337014032666
AB.14s0210,7,91.4285714285714,90,57.1428571428571,80,72.2222222222222,73.3333333333333,96,43.3333333333333,92.5,76.6666666666667,64.2857142857143,60,73.9130434782609,90,47.5,80,73.8071428571429,72.7272727272727,84.6153846153846,64.2857142857143,74.1880628188237
AB.14s0226,7,97.1428571428571,75,57.1428571428571,90,56.1111111111111,43.3333333333333,68,70,92.5,93.3333333333333,57.1428571428571,48.5714285714286,NA,83.3333333333333,55,68,100,90.9090909090909,76.9230769230769,78.5714285714286,73.7376161849846
AB.14s0223,7,80,100,77.1428571428572,90,77.7777777777778,86.6666666666667,92,63.3333333333333,87.5,76.6666666666667,85.7142857142857,68.5714285714286,60.8695652173913,73.3333333333333,57.5,80,42.8571428571429,54.5454545454545,61.5384615384615,57.1428571428571,73.6579915253828
AB.14s0174,7,77.1428571428572,80,57.1428571428571,75,83.3333333333333,16.6666666666667,88,56.6666666666667,97.5,90,64.2857142857143,77.1428571428572,82.6086956521739,86.6666666666667,65,80,85.7142857142857,45.4545454545455,92.3076923076923,71.4285714285714,73.6030704802444
AB.14s0155,7,91.4285714285714,90,74.2857142857143,90,44.4444444444444,63.3333333333333,68,63.3333333333333,92.5,70,92.8571428571429,65.7142857142857,69.5652173913043,70,62.5,88,71.4285714285714,NA,NA,35.7142857142857,72.3947166628326
AB.14s0216,7,100,100,NA,85,61.1111111111111,86.6666666666667,28,43.3333333333333,77.5,NA,55.5555555555556,60,78.2608695652174,86.6666666666667,67.5,88,71.4285714285714,63.6363636363636,69.2307692307692,71.4285714285714,71.851026590157
AB.14s0185,7,80,70,71.4285714285714,75,58.3333333333333,83.3333333333333,76,50,90,90,85.7142857142857,71.4285714285714,NA,83.3333333333333,55,92,50,54.5454545454545,69.2307692307692,57.1428571428571,71.71002681529
AB.14s0227,7,91.4285714285714,85,71.4285714285714,70,61.1111111111111,76.6666666666667,80,66.6666666666667,85,83.3333333333333,50,62.8571428571429,73.9130434782609,70,55,68,85.7142857142857,54.5454545454545,84.6153846153846,57.1428571428571,71.6211544494153
AB.14s0192,7,100,100,54.2857142857143,95,69.4444444444444,40,88,60,92.5,100,71.4285714285714,NA,78.2608695652174,46.6666666666667,40,80,64.2857142857143,36.3636363636364,76.9230769230769,64.2857142857143,71.4444425394082
AB.14s0189,7,88.5714285714286,85,62.8571428571429,80,55.5555555555556,46.6666666666667,72,46.6666666666667,87.5,83.3333333333333,92.8571428571429,77.1428571428572,65.2173913043478,NA,57.5,84,57.1428571428571,54.5454545454545,76.9230769230769,71.4285714285714,70.7846392102685
AB.14s0197,7,77.1428571428572,95,NA,65,78.8888888888889,NA,100,73.3333333333333,90,90,42.8571428571429,NA,NA,53.3333333333333,65,56,71.4285714285714,45.4545454545455,61.5384615384615,64.2857142857143,70.578928016428
AB.14s0086,7,91.4285714285714,NA,NA,NA,NA,83.3333333333333,NA,NA,97.5,NA,66.6666666666667,65.7142857142857,82.6086956521739,76.6666666666667,70,NA,NA,36.3636363636364,30.7692307692308,NA,70.1051086594565
AB.14s0230,7,NA,75,80,90,66.6666666666667,63.3333333333333,88,56.6666666666667,92.5,73.3333333333333,71.4285714285714,54.2857142857143,73.9130434782609,56.6666666666667,52.5,92,73.8071428571429,36.3636363636364,76.9230769230769,57.1428571428571,70.0279320603119
AB.14s0014,7,85.7142857142857,NA,57.1428571428571,NA,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8412698412698
AB.14s0160,7,85.7142857142857,90,NA,90,77.7777777777778,33.3333333333333,80,46.6666666666667,35,90,85.7142857142857,65.7142857142857,43.4782608695652,63.3333333333333,52.5,76,85.7142857142857,45.4545454545455,61.5384615384615,78.5714285714286,67.7111026527503
AB.14s0153,7,88.5714285714286,NA,NA,NA,8.33333333333333,56.6666666666667,92,66.6666666666667,97.5,73.3333333333333,44.4444444444444,60,95.6521739130435,70,42.5,72,78.5714285714286,45.4545454545455,92.3076923076923,64.2857142857143,67.5463192675469
AB.14s0161,7,97.1428571428571,75,NA,75,NA,NA,60,23.3333333333333,NA,90,64.2857142857143,62.8571428571429,82.6086956521739,36.6666666666667,55,72,90.4785714285714,27.2727272727273,84.6153846153846,64.2857142857143,66.2841754712679
AB.14s0215,7,88.5714285714286,95,60,80,62.2222222222222,56.6666666666667,68,50,75,66.6666666666667,64.2857142857143,65.7142857142857,78.2608695652174,80,35,76,57.1428571428571,36.3636363636364,76.9230769230769,28.5714285714286,65.01944263466
AB.14s0175,7,100,75,71.4285714285714,90,75,80,68,56.6666666666667,72.5,66.6666666666667,50,65.7142857142857,69.5652173913043,43.3333333333333,55,48,35.7142857142857,18.1818181818182,69.2307692307692,57.1428571428571,63.3572235735279
AB.14s0151,7,100,80,42.8571428571429,65,58.8888888888889,46.6666666666667,80,53.3333333333333,NA,76.6666666666667,92.8571428571429,60,NA,73.3333333333333,NA,NA,NA,27.2727272727273,92.3076923076923,0,63.2789062789063
AB.14s0177,7,80,85,NA,75,66.6666666666667,50,60,33.3333333333333,92.5,70,71.4285714285714,71.4285714285714,56.5217391304348,60,52.5,64,64.2857142857143,9.09090909090909,76.9230769230769,57.1428571428571,62.9379704963229
AB.14s0158,7,94.2857142857143,80,25.7142857142857,75,19.4444444444444,26.6666666666667,68,40,82.5,70,71.4285714285714,51.4285714285714,65.2173913043478,76.6666666666667,30,84,64.2857142857143,72.7272727272727,92.3076923076923,64.2857142857143,62.6979352772831
AB.14s0224,7,94.2857142857143,NA,65.7142857142857,NA,13.8888888888889,83.3333333333333,80,10,92.5,60,57.1428571428571,57.1428571428571,NA,NA,72.5,68,50,54.5454545454545,53.8461538461538,85.7142857142857,62.4133644133644
AB.14s0187,7,94.2857142857143,90,60,80,37.2222222222222,46.6666666666667,76,43.3333333333333,95,80,71.4285714285714,60,65.2173913043478,43.3333333333333,52.5,56,28.5714285714286,63.6363636363636,53.8461538461538,42.8571428571429,61.9949160742639
AB.14s0217,7,94.2857142857143,85,57.1428571428571,85,34.4444444444444,26.6666666666667,76,40,87.5,83.3333333333333,88.8888888888889,48.5714285714286,65.2173913043478,63.3333333333333,45,64,30.95,45.4545454545455,69.2307692307692,42.8571428571429,61.6438257756736
AB.14s0168,7,85.7142857142857,85,42.8571428571429,75,23.15,43.3333333333333,56,26.6666666666667,80,83.3333333333333,71.4285714285714,48.5714285714286,82.6086956521739,63.3333333333333,62.5,64,42.8571428571429,36.3636363636364,76.9230769230769,71.4285714285714,61.0534609231348
AB.14s0165,7,77.1428571428572,90,71.4285714285714,95,66.6666666666667,63.3333333333333,72,60,72.5,36.6666666666667,42.8571428571429,51.4285714285714,60.8695652173913,63.3333333333333,37.5,64,59.5214285714286,9.09090909090909,61.5384615384615,64.2857142857143,60.9581610780524
AB.14s0222,7,85.7142857142857,90,20,65,45.5555555555556,40,40,46.6666666666667,90,83.3333333333333,92.8571428571429,65.7142857142857,56.5217391304348,83.3333333333333,30,68,71.4285714285714,45.4545454545455,53.8461538461538,42.8571428571429,60.8141377945726
AB.14s0231,7,100,100,NA,85,38.8888888888889,6.66666666666667,68,46.6666666666667,62.5,60,64.2857142857143,NA,69.5652173913043,NA,NA,NA,NA,27.2727272727273,61.5384615384615,50,60.027453050745
AB.14s0154,7,NA,90,NA,65,72.2222222222222,30,NA,36.6666666666667,87.5,53.3333333333333,85.7142857142857,NA,NA,NA,NA,8,0,81.8181818181818,92.3076923076923,71.4285714285714,59.5377656531503
AB.14s0070,7,74.2857142857143,65,48.5714285714286,75,NA,66.6666666666667,60,40,52.5,63.3333333333333,92.8571428571429,51.4285714285714,60.8695652173913,NA,NA,48,23.8071428571429,NA,NA,NA,58.7371118012422
AB.14s0236,7,100,NA,NA,NA,47.2222222222222,23.3333333333333,52,36.6666666666667,NA,70,55.5555555555556,68.5714285714286,69.5652173913043,60,NA,56,66.6642857142857,36.3636363636364,84.6153846153846,28.5714285714286,57.0086106003497
AB.14s0211,7,65.7142857142857,75,14.2857142857143,65,27.7777777777778,40,84,33.3333333333333,92.5,83.3333333333333,57.1428571428571,31.4285714285714,91.304347826087,50,47.5,92,78.5714285714286,36.3636363636364,46.1538461538462,28.5714285714286,56.999028025115
AB.14s0191,7,77.1428571428572,75,65.7142857142857,60,72.2222222222222,30,72,40,NA,33.3333333333333,42.8571428571429,42.8571428571429,56.5217391304348,56.6666666666667,22.5,56,52.3785714285714,27.2727272727273,46.1538461538462,57.1428571428571,51.882283785373
AB.14s0170,7,77.1428571428572,80,5.71428571428571,45,NA,36.6666666666667,64,33.3333333333333,2.5,66.6666666666667,35.7142857142857,45.7142857142857,69.5652173913043,50,60,48,52.3785714285714,18.1818181818182,61.5384615384615,0,44.8482341838177
CD.14s0239,5,88.5714285714286,100,91.4285714285714,100,94.4444444444444,80,100,96.6666666666667,NA,93.3333333333333,100,100,95.6521739130435,80,97.5,88,92.8571428571429,100,100,85.7142857142857,93.9035814173114
CD.14s0248,5,100,100,85.7142857142857,95,94.4444444444444,90,96,93.3333333333333,100,96.6666666666667,100,88.5714285714286,82.6086956521739,86.6666666666667,97.5,92,92.8571428571429,100,92.3076923076923,85.7142857142857,93.469232096406
CD.14s0278,5,100,100,91.4285714285714,95,94.4444444444444,100,96,96.6666666666667,100,93.3333333333333,100,88.5714285714286,95.6521739130435,96.6666666666667,82.5,88,78.5714285714286,81.8181818181818,100,78.5714285714286,92.8612161992597
CD.14s0288,5,94.2857142857143,100,NA,100,100,100,100,96.6666666666667,100,73.3333333333333,100,80,100,100,95,92,100,54.5454545454545,84.6153846153846,92.8571428571429,92.8054577001945
CD.14s0247,5,100,100,97.1428571428571,100,100,96.6666666666667,92,86.6666666666667,97.5,86.6666666666667,92.8571428571429,94.2857142857143,86.9565217391304,96.6666666666667,75,96,85.7142857142857,72.7272727272727,100,57.1428571428571,90.6996659137964
CD.14s0315,5,100,85,NA,100,83.3333333333333,93.3333333333333,84,96.6666666666667,NA,80,85.7142857142857,82.8571428571429,95.6521739130435,100,67.5,92,100,100,100,78.5714285714286,90.2571313549574
CD.14s0314,5,100,75,80,100,83.3333333333333,93.3333333333333,92,86.6666666666667,97.5,86.6666666666667,85.7142857142857,85.7142857142857,95.6521739130435,80,92.5,84,92.8571428571429,90.9090909090909,92.3076923076923,92.8571428571429,89.3505907136342
CD.14s0272,5,100,100,91.4285714285714,100,94.4444444444444,96.6666666666667,88,73.3333333333333,100,93.3333333333333,100,100,91.304347826087,83.3333333333333,95,88,92.8571428571429,54.5454545454545,92.3076923076923,50,89.227716003803
CD.14s0294,5,100,100,82.8571428571429,100,77.7777777777778,96.6666666666667,88,76.6666666666667,97.5,86.6666666666667,100,85.7142857142857,95.6521739130435,96.6666666666667,82.5,88,85.7142857142857,63.6363636363636,100,78.5714285714286,89.1295062425497
CD.14s0016,5,100,100,88.5714285714286,90,66.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.047619047619
CD.14s0301,5,100,85,88.5714285714286,100,88.8888888888889,96.6666666666667,80,76.6666666666667,85,90,100,80,73.9130434782609,96.6666666666667,85,92,92.8571428571429,63.6363636363636,92.3076923076923,71.4285714285714,86.9301565584174
CD.14s0265,5,88.5714285714286,100,94.2857142857143,100,66.6666666666667,83.3333333333333,96,76.6666666666667,95,83.3333333333333,100,77.1428571428572,82.6086956521739,100,85,80,85.7142857142857,63.6363636363636,84.6153846153846,92.8571428571429,86.7715936237675
CD.14s0259,5,94.2857142857143,100,91.4285714285714,95,88.8888888888889,93.3333333333333,84,63.3333333333333,90,93.3333333333333,92.8571428571429,80,78.2608695652174,83.3333333333333,42.5,96,85.7142857142857,90.9090909090909,100,71.4285714285714,85.7303234205408
CD.14s0096,5,97.1428571428571,80,80,90,61.1111111111111,93.3333333333333,88,70,95,93.3333333333333,92.8571428571429,80,91.304347826087,93.3333333333333,70,84,71.4285714285714,81.8181818181818,100,NA,84.8769585359974
CD.14s0279,5,100,100,8.57142857142857,95,100,96.6666666666667,80,76.6666666666667,97.5,93.3333333333333,92.8571428571429,88.5714285714286,95.6521739130435,93.3333333333333,75,88,85.7142857142857,81.8181818181818,76.9230769230769,71.4285714285714,84.851814489858
CD.14s0298,5,100,100,82.8571428571429,90,88.8888888888889,100,76,83.3333333333333,87.5,96.6666666666667,100,71.4285714285714,95.6521739130435,93.3333333333333,62.5,88,71.4285714285714,45.4545454545455,92.3076923076923,64.2857142857143,84.4818316948752
CD.14s0260,5,100,100,82.8571428571429,90,83.3333333333333,90,92,73.3333333333333,82.5,93.3333333333333,100,68.5714285714286,60.8695652173913,83.3333333333333,100,84,71.4285714285714,54.5454545454545,92.3076923076923,85.7142857142857,84.406373698765
CD.14s0302,5,100,95,82.8571428571429,80,75,93.3333333333333,88,60,92.5,93.3333333333333,100,77.1428571428572,69.5652173913043,96.6666666666667,67.5,84,92.8571428571429,72.7272727272727,100,64.2857142857143,84.2384340297384
CD.14s0299,5,88.5714285714286,100,91.4285714285714,95,66.6666666666667,90,76,73.3333333333333,92.5,76.6666666666667,85.7142857142857,82.8571428571429,91.304347826087,100,60,84,78.5714285714286,72.7272727272727,100,78.5714285714286,84.1956286467156
CD.14s0292,5,100,100,80,95,83.3333333333333,90,96,76.6666666666667,97.5,90,42.8571428571429,80,82.6086956521739,100,57.5,100,100,54.5454545454545,84.6153846153846,71.4285714285714,84.1027624549364
CD.14s0251,5,100,95,91.4285714285714,95,97.2222222222222,80,80,63.3333333333333,95,76.6666666666667,100,74.2857142857143,86.9565217391304,70,77.5,96,85.7142857142857,90.9090909090909,61.5384615384615,64.2857142857143,84.0420291061595
CD.14s0266,5,100,95,77.1428571428572,100,77.7777777777778,96.6666666666667,76,90,90,76.6666666666667,85.7142857142857,80,91.304347826087,96.6666666666667,60,84,85.7142857142857,63.6363636363636,76.9230769230769,71.4285714285714,83.7320783081653
CD.14s0250,5,100,95,82.8571428571429,100,86.1111111111111,100,88,56.6666666666667,92.5,90,85.7142857142857,82.8571428571429,82.6086956521739,90,42.5,NA,NA,63.6363636363636,92.3076923076923,71.4285714285714,83.4548706795084
CD.14s0257,5,100,100,71.4285714285714,100,77.7777777777778,60,76,66.6666666666667,90,90,71.4285714285714,85.7142857142857,95.6521739130435,90,57.5,92,85.7142857142857,72.7272727272727,92.3076923076923,92.8571428571429,83.3887220267655
CD.14s0056,5,100,90,85.7142857142857,90,100,76.6666666666667,80,NA,82.5,NA,64.2857142857143,NA,NA,60,NA,NA,NA,NA,NA,NA,82.9166666666667
CD.14s0093,5,100,100,94.2857142857143,80,88.8888888888889,96.6666666666667,88,63.3333333333333,97.5,NA,100,48.5714285714286,NA,90,NA,NA,NA,36.3636363636364,76.9230769230769,NA,82.8951960737675
CD.14s0073,5,88.5714285714286,95,57.1428571428571,90,83.3333333333333,86.6666666666667,88,70,85,96.6666666666667,64.2857142857143,65.7142857142857,65.2173913043478,100,100,84,85.7142857142857,NA,NA,NA,82.6654487882109
CD.14s0253,5,82.8571428571429,100,60,85,50,76.6666666666667,72,76.6666666666667,87.5,66.6666666666667,64.2857142857143,85.7142857142857,95.6521739130435,96.6666666666667,97.5,96,100,72.7272727272727,92.3076923076923,92.8571428571429,82.553404566448
CD.14s0094,5,100,75,88.5714285714286,75,94.4444444444444,90,84,56.6666666666667,90,80,92.8571428571429,62.8571428571429,86.9565217391304,100,65,72,92.8571428571429,63.6363636363636,92.3076923076923,NA,82.2186603124818
CD.14s0258,5,97.1428571428571,100,74.2857142857143,90,88.8888888888889,83.3333333333333,80,73.3333333333333,87.5,90,100,40,69.5652173913043,100,67.5,80,85.7142857142857,63.6363636363636,84.6153846153846,78.5714285714286,81.7043403456447
CD.14s0304,5,100,100,88.5714285714286,80,83.3333333333333,86.6666666666667,80,66.6666666666667,65,83.3333333333333,92.8571428571429,88.5714285714286,86.9565217391304,90,55,92,85.7142857142857,36.3636363636364,84.6153846153846,85.7142857142857,81.5682057073361
CD.14s0255,5,100,100,77.1428571428572,95,87.0388888888889,70,76,60,100,80,100,74.2857142857143,86.9565217391304,76.6666666666667,72.5,80,85.7142857142857,45.4545454545455,76.9230769230769,85.7142857142857,81.4698421264726
CD.14s0319,5,100,95,80,100,61.1111111111111,60,96,73.3333333333333,90,93.3333333333333,50,85.7142857142857,95.6521739130435,96.6666666666667,57.5,76,78.5714285714286,90.9090909090909,92.3076923076923,57.1428571428571,81.4620986501421
CD.14s0071,5,100,85,85.7142857142857,85,88.8888888888889,96.6666666666667,80,86.6666666666667,NA,93.3333333333333,71.4285714285714,NA,69.5652173913043,86.6666666666667,55,60,73.8071428571429,NA,NA,NA,81.1824959742351
CD.14s0262,5,100,100,82.8571428571429,100,72.2222222222222,83.3333333333333,88,63.3333333333333,97.5,86.6666666666667,85.7142857142857,80,82.6086956521739,70,70,84,92.8571428571429,36.3636363636364,76.9230769230769,64.2857142857143,80.8332625104364
CD.14s0307,5,100,90,91.4285714285714,100,79.6277777777778,100,76,56.6666666666667,90,70,71.4285714285714,60,86.9565217391304,76.6666666666667,62.5,80,80.95,90.9090909090909,76.9230769230769,71.4285714285714,80.5742757484062
CD.14s0280,5,91.4285714285714,90,74.2857142857143,75,80.5555555555556,76.6666666666667,76,63.3333333333333,92.5,86.6666666666667,85.7142857142857,85.7142857142857,89.1304347826087,66.6666666666667,45,84,78.5714285714286,100,92.3076923076923,71.4285714285714,80.2484936561024
CD.14s0305,5,100,100,77.1428571428572,90,66.6666666666667,76.6666666666667,80,90,87.5,80,71.4285714285714,88.5714285714286,86.9565217391304,96.6666666666667,60,68,92.8571428571429,36.3636363636364,69.2307692307692,85.7142857142857,80.1882606523911
CD.14s0311,5,88.5714285714286,90,85.7142857142857,95,94.4444444444444,83.3333333333333,88,73.3333333333333,82.5,73.3333333333333,78.5714285714286,74.2857142857143,86.9565217391304,93.3333333333333,67.5,92,78.5714285714286,27.2727272727273,84.6153846153846,64.2857142857143,80.081120570251
CD.14s0033,5,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
CD.14s0286,5,85.7142857142857,95,85.7142857142857,85,62.2222222222222,80,84,63.3333333333333,92.5,80,85.7142857142857,85.7142857142857,69.5652173913043,66.6666666666667,50,80,73.8071428571429,81.8181818181818,100,92.8571428571429,79.9813525001568
CD.14s0095,5,80,90,68.5714285714286,85,83.3333333333333,86.6666666666667,80,66.6666666666667,97.5,76.6666666666667,85.7142857142857,65.7142857142857,82.6086956521739,86.6666666666667,57.5,84,92.8571428571429,63.6363636363636,84.6153846153846,NA,79.8798729874245
CD.14s0256,5,100,95,71.4285714285714,100,57.4055555555556,73.3333333333333,88,80,NA,83.3333333333333,64.2857142857143,71.4285714285714,86.9565217391304,80,NA,84,71.4285714285714,81.8181818181818,84.6153846153846,64.2857142857143,79.8510807362257
CD.14s0249,5,100,80,80,85,77.7777777777778,86.6666666666667,72,63.3333333333333,85,86.6666666666667,64.2857142857143,80,91.304347826087,96.6666666666667,55,96,92.8571428571429,45.4545454545455,84.6153846153846,64.2857142857143,79.345698021785
